Name: “Table 1 of 1 on page 147 of 156”,Name: “Table 1 of 1 on page 147 of 156”,Name: “Table 1 of 1 on page 147 of 156”
Table: 145,Table: 145,Table: 145
,,
Chesapeake Bay Watershed and Its Region,Chesapeake Bay Watershed and Its Region,Appendices
Appendix 1: Data Sources for Indicators (cont.),Appendix 1: Data Sources for Indicators (cont.),
INDICATOR,MEASURE,DATA SOURCE
Social and Cultural Characteristics,Social and Cultural Characteristics,
*Racial Diversity,% total population belonging to,"U.S. Department of Commerce, Census Bureau"
,minority race groups (2000),http://factfinder.census.gov/ -- Census 2000
,,"Summary File 1 (SF1) 100% Data, Table P3"
*Educational Attainment,% total population 25 years,"U.S. Department of Commerce, Census Bureau"
,and older with some college or,http://factfinder.census.gov/ -- Census 2000
,college degree (2000),"Summary File 3 (SF3), Sample Data, Table P37"
Recreation and Tourism,,
Recreation and Tourism,"% total establishments in arts,","U.S. Department of Commerce, Census Bureau"
Establishments,"entertainment, recreation,",http://censtats.census.gov/cbpnaic/cbpnaic.
,accommodation and food,shtml
,services (2005),http://www.census.gov/epcd/cbp/view/cbpview.
,,html
*Recreation and Tourism,"% total paid employees in arts,","U.S. Department of Commerce, Census Bureau"
Employment,"entertainment, recreation,",http://censtats.census.gov/cbpnaic/cbpnaic.
,accommodation and food,shtml
,services (2005),http://www.census.gov/epcd/cbp/view/cbpview.
,,html
*Recreation and Tourism,"% total sales from arts,","U.S. Department of Commerce, Census Bureau"
Revenue,"entertainment, recreation,",http://censtats.census.gov/cbpnaic/cbpnaic.
,accommodation and food,shtml
,services (2002),http://www.census.gov/econ/census02/data/us/
,,US000.HTM
Administration and Government,Administration and Government,
*Congressional Districts,Congressional Districts (2007-,"U.S. Department of Commerce, Census Bureau"
,2008),http://www.census.gov/geo/www/cob/cd110.
,,html
,,http://www.census.gov/geo/www/cd110th/
,,tables110.html
,,141
