"Dinwiddie, VA 13.8 14.6 23.7 41.0","Dinwiddie, VA 13.8 14.6 23.7 41.0","Dinwiddie, VA 13.8 14.6 23.7 41.0","Dinwiddie, VA 13.8 14.6 23.7 41.0","Prince George, VA 9.9",6.2,31.2,4.8,"Portsmouth, VA (city) 48.6 10.9 12.5","Portsmouth, VA (city) 48.6 10.9 12.5","Portsmouth, VA (city) 48.6 10.9 12.5",4.5
"Essex, VA -2.3",15.4 23.0 17.8,15.4 23.0 17.8,15.4 23.0 17.8,"Prince William, VA 40.6 51.5","Prince William, VA 40.6 51.5",71.4,37.5,"Richmond, VA (city) 13.0",-8.2,-4.0,7.1
"Fairfax, VA 35.8 34.0 54.3 14.3","Fairfax, VA 35.8 34.0 54.3 14.3","Fairfax, VA 35.8 34.0 54.3 14.3","Fairfax, VA 35.8 34.0 54.3 14.3","Rappahannock, VA 2.8",24.9,30.8,10.6,"Roanoke, VA (city) 10.9 15.2 16.8 25.2","Roanoke, VA (city) 10.9 15.2 16.8 25.2","Roanoke, VA (city) 10.9 15.2 16.8 25.2",
"Fauquier, VA 14.2 20.3 31.8 38.1","Fauquier, VA 14.2 20.3 31.8 38.1","Fauquier, VA 14.2 20.3 31.8 38.1","Fauquier, VA 14.2 20.3 31.8 38.1","Richmond, VA 0.9",16.0,21.3,40.6,"Salem, VA (city)",,,
"Fluvanna, VA 4.8",21.2 17.3 52.5,21.2 17.3 52.5,21.2 17.3 52.5,"Roanoke, VA 19.3 20.9","Roanoke, VA 19.3 20.9",51.1,34.3,"Staunton, VA (city)",,,
"Frederick, VA 13.1 28.4 38.2 21.8","Frederick, VA 13.1 28.4 38.2 21.8","Frederick, VA 13.1 28.4 38.2 21.8","Frederick, VA 13.1 28.4 38.2 21.8","Rockbridge, VA 4.5",9.8,30.5,14.6,"Suffolk, VA (city) 8.7",4.8,30.8 32.7,
"Giles, VA -5.9",4.5,20.3 35.9,20.3 35.9,"Rockingham, VA 3.1",17.1,38.6,38.9,"Virginia Beach, VA (city) 51.6 34.6 57.7 25.3","Virginia Beach, VA (city) 51.6 34.6 57.7 25.3","Virginia Beach, VA (city) 51.6 34.6 57.7 25.3",
"Gloucester, VA 17.5 34.6 41.3 41.9","Gloucester, VA 17.5 34.6 41.3 41.9","Gloucester, VA 17.5 34.6 41.3 41.9","Gloucester, VA 17.5 34.6 41.3 41.9","Shenandoah, VA 4.1",14.6,31.2,26.3,"Waynesboro, VA (city)",,,
"Goochland, VA 20.8 80.2 75.6 32.2","Goochland, VA 20.8 80.2 75.6 32.2","Goochland, VA 20.8 80.2 75.6 32.2","Goochland, VA 20.8 80.2 75.6 32.2","Spotsylvania, VA 14.1 37.5","Spotsylvania, VA 14.1 37.5",46.7,64.3,"Williamsburg, VA (city)",,,
"Greene, VA 30.1 37.0 73.4 39.6","Greene, VA 30.1 37.0 73.4 39.6","Greene, VA 30.1 37.0 73.4 39.6","Greene, VA 30.1 37.0 73.4 39.6","Stafford, VA 18.6 18.1","Stafford, VA 18.6 18.1",58.2,17.0,"Winchester, VA (city)",,,
"Hanover, VA 46.7 30.1 28.9 34.2","Hanover, VA 46.7 30.1 28.9 34.2","Hanover, VA 46.7 30.1 28.9 34.2","Hanover, VA 46.7 30.1 28.9 34.2","Surry, VA 0.5",41.4,9.9,25.9,"Berkeley, WV 15.6 17.2 43.3 31.1","Berkeley, WV 15.6 17.2 43.3 31.1","Berkeley, WV 15.6 17.2 43.3 31.1",
"Henrico, VA 27.2 25.4 38.9 29.3","Henrico, VA 27.2 25.4 38.9 29.3","Henrico, VA 27.2 25.4 38.9 29.3","Henrico, VA 27.2 25.4 38.9 29.3","Warren, VA 18.1",1.9,43.6,28.5,"Grant, WV -8.5",65.7 29.4,65.7 29.4,5.7
"Highland, VA -5.6",19.4 15.7 10.5,19.4 15.7 10.5,19.4 15.7 10.5,"Westmoreland, VA 9.5",12.7,16.6,12.8,"Greenbrier, WV 2.6",2.8,34.5 10.8,
"Isle of Wight, VA 5.2",8.7,29.0 33.5,29.0 33.5,"York, VA 19.3 30.3","York, VA 19.3 30.3",67.8,12.5,"Hampshire, WV 1.2",16.2 34.2,16.2 34.2,3.7
"James City, VA 19.4 21.8 49.8 34.9","James City, VA 19.4 21.8 49.8 34.9","James City, VA 19.4 21.8 49.8 34.9","James City, VA 19.4 21.8 49.8 34.9","Alexandria, VA (city) 24.9",6.1,23.9,17.4,"Hardy, WV 16.9",-6.7,21.8 16.0,
"King and Queen, VA 12.6 13.5","King and Queen, VA 12.6 13.5",-0.4,11.2,"Bedford, VA (city)",,,,"Jefferson, WV -10.1 27.2 25.1","Jefferson, WV -10.1 27.2 25.1","Jefferson, WV -10.1 27.2 25.1",11.4
"King George, VA 9.0",37.8 58.8 12.4,37.8 58.8 12.4,37.8 58.8 12.4,"Buena Vista, VA (city)",,,,"Mineral, WV -1.3",2.5,29.6,9.5
"King William, VA 14.8 10.8 31.1 37.4","King William, VA 14.8 10.8 31.1 37.4","King William, VA 14.8 10.8 31.1 37.4","King William, VA 14.8 10.8 31.1 37.4","Charlottesville, VA (city)",,,,"Monroe, WV 0.1",18.9 27.0 10.1,18.9 27.0 10.1,
"Lancaster, VA 18.4 25.6 30.4 30.0","Lancaster, VA 18.4 25.6 30.4 30.0","Lancaster, VA 18.4 25.6 30.4 30.0","Lancaster, VA 18.4 25.6 30.4 30.0","Chesapeake, VA (city) 32.6 33.9","Chesapeake, VA (city) 32.6 33.9",73.3,45.5,"Morgan, WV 9.9",17.6 22.0 19.9,17.6 22.0 19.9,
"Loudoun, VA 42.5 48.6 80.5 57.7","Loudoun, VA 42.5 48.6 80.5 57.7","Loudoun, VA 42.5 48.6 80.5 57.7","Loudoun, VA 42.5 48.6 80.5 57.7","Colonial Heights, VA (city)",,,,"Pendleton, WV -6.1",15.5 28.2,15.5 28.2,7.1
"Louisa, VA 11.8",23.8 63.0 29.8,23.8 63.0 29.8,23.8 63.0 29.8,"Covington, VA (city)",,,,"Pocahontas, WV 3.2",6.1,34.8,7.3
"Lunenburg, VA -6.6",5.9,13.2 49.3,13.2 49.3,"Fairfax, VA (city)",,,,"Preston, WV 2.6",15.2 36.7 23.5,15.2 36.7 23.5,
"Madison, VA -1.2",24.5 39.3 17.1,24.5 39.3 17.1,24.5 39.3 17.1,"Falls Church, VA (city)",,,,"Randolph, WV -4.5",30.5 33.0 15.1,30.5 33.0 15.1,
"Mathews, VA 0.5",1.4,3.3,31.5,"Fredericksburg, VA (city)",,,,"Tucker, WV -5.6",18.3 29.4 13.8,18.3 29.4 13.8,
,,,,ANR = Agriculture and Natural Resources,ANR = Agriculture and Natural Resources,ANR = Agriculture and Natural Resources,ANR = Agriculture and Natural Resources,,,,
,,,,CM = Construction and Manufacturing,CM = Construction and Manufacturing,CM = Construction and Manufacturing,CM = Construction and Manufacturing,United States 17.7 16.2 36.7 25.4,United States 17.7 16.2 36.7 25.4,United States 17.7 16.2 36.7 25.4,
,,,,SS = Sales and Services,SS = Sales and Services,SS = Sales and Services,,,,,
,,,,GOV = Government,GOV = Government,,,,,,
,,,,,,,,,,,63
