Name: “Table 1 of 1 on page 63 of 156”,Name: “Table 1 of 1 on page 63 of 156”,Name: “Table 1 of 1 on page 63 of 156”,Name: “Table 1 of 1 on page 63 of 156”
Table: 61,Table: 61,Table: 61,Table: 61
,,,
Chesapeake Bay Watershed and Its Region,Economy and Commerce,Economy and Commerce,Economy and Commerce
Change in Employment by Industry,,,
% change in employment by,,,
industrial category (1995-2005),,,
Agriculture and Natural Resources,,,
Construction and Manufacturing,,,
Sales and Services,,,
Government,,,
NY,NY,,
,Captain John Smith’s Voyages,Captain John Smith’s Voyages,
PA,,1st Voyage,
,,2nd Voyage,
,,Other Travels,
,"In this data set, data","In this data set, data",
,for independent cities,for independent cities,
,are combined with data,are combined with data,
,for their corresponding,for their corresponding,
,"county, except for 11 cities","county, except for 11 cities",
,highlighted below.,highlighted below.,
PA,,,
,,Independent Cities,
,1.,"Baltimore, MD",
,2.,"Alexandria, VA",
,3.,"Bedford, VA",
,4.,"Buena Vista, VA",
,5.,"Charlottesville, VA",
NJ,6.,"Chesapeake, VA",
,7.,"Colonial Heights, VA",
,8.,"Covington, VA",
,9.,"Fairfax, VA",
MD,"10. Falls Church, VA","10. Falls Church, VA",
,"11. Fredericksburg, VA","11. Fredericksburg, VA",
,"12. Hampton, VA","12. Hampton, VA",
,"13. Harrisonburg, VA","13. Harrisonburg, VA",
,"14. Hopewell, VA","14. Hopewell, VA",
DE,"15. Lexington, VA","15. Lexington, VA",
,"16. Lynchburg, VA","16. Lynchburg, VA",
,"17. Manassas, VA","17. Manassas, VA",
,"18. Manassas Park, VA","18. Manassas Park, VA",
WV,"19. Newport News, VA","19. Newport News, VA",
,"20. Norfolk, VA","20. Norfolk, VA",
,"21. Petersburg, VA","21. Petersburg, VA",
,"22. Poquoson, VA","22. Poquoson, VA",
,"23. Portsmouth, VA","23. Portsmouth, VA",
,"24. Richmond, VA","24. Richmond, VA",
,"25. Roanoke, VA","25. Roanoke, VA",
,"26. Salem, VA","26. Salem, VA",
,"27. Staunton, VA","27. Staunton, VA",
,"28. Suffolk, VA","28. Suffolk, VA",
,"29. Virginia Beach, VA","29. Virginia Beach, VA",
,"30. Waynesboro, VA","30. Waynesboro, VA",
,"31. Williamsburg, VA","31. Williamsburg, VA",
,"32. Winchester, VA","32. Winchester, VA",
,0,50,100
VA,,,
,,Miles,
,,,57
