ID,Raydist Red,Raydist Green,Sample Number,Sample Description,Decimal Latitude,Decimal Longitude,Collection Date,Water Depth,Water Content,Bulk Density,Total Carbon,Organic Carbon,Sulfur,Gravel,Phi  -1,Phi -075,Phi -050,Phi -025,Phi 0,Phi 025,Phi 050,Phi 075,Phi 100,Phi 125,Phi 150,Phi 175,Phi 200,Phi 225,Phi 250,Phi 275,Phi 300,Phi 325,Phi 350,Phi 375,Phi 400,Phi 433,Phi 467,Phi 500,Phi 533,Phi 567,Phi 600,Phi 633,Phi 667,Phi 700,Phi 733,Phi 767,Phi 800,Phi 833,Phi 867,Phi 900,Phi 933,Phi 967,Phi 10,Phi 11,Phi 12,Phi 13,Phi 14,Sand,Silt,Clay,Shepard's Class,Median,Graphic Mean,Graphic Sorting,Graphic Skewness,Graphic Kurtosis,Moment Mean,Moment Sorting,Moment Skewness,Moment Kurtosis
3921,876.6,548.6,30,Mid-bay sample,37.94722,76.0778,23-Sep-80,6,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0.317,1.269,3.489,7.296,14.274,25.376,44.408,74.543,93.892,97.698,98.65,98.65,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,98.967,99,1,1,1,2.29200005531311,2.22900009155273,0.419999986886978,-0.284000009298325,1.13100004196167,2.21099996566772,0.435999989509583,-0.377000004053116,0.977999985218048
3922,853.2,552.8,29,Mid-bay sample,37.93889,76.08833,23-Sep-80,7,21,1.99823689460754,0.243000000715256,0.172000005841255,0.0399999991059303,0,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,0.116,1.071,3.618,8.393,22.083,49.781,80.344,93.079,96.262,96.581,96.899,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97.217,97,1,1,1,2.24000000953674,2.21600008010864,0.337000012397766,-0.129999995231628,1.14100003242493,2.21700000762939,0.351999998092651,-0.0949999988079071,1.30499994754791
3923,922.65,555.49,19,Mid-bay sample,37.96528,76.06611,29-Oct-81,5,19,2.05004525184631,0.146999999880791,0.108000002801418,0.0500000007450581,4,3.901,3.901,3.901,3.901,9.509,9.509,18.657,18.953,27.806,52.891,80.928,85.059,85.945,87.125,90.372,95.093,97.159,97.75,97.75,98.045,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,98.34,94,1,1,1,1.23199999332428,1.20799994468689,0.633000016212463,-0.0109999999403954,2.45300006866455,1.25399994850159,0.697000026702881,0.287000000476837,1.19000005722046
3924,897.96,559.93,12,Mid-bay sample,37.95639,76.0775,29-Oct-81,6,22,1.97330236434937,0.225999996066093,0.216000005602837,0.0199999995529652,0,0.441,0.441,0.441,0.441,0.441,0.441,0.441,2.809,2.809,10.506,23.532,38.334,48.991,66.754,83.924,93.989,96.95,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98.726,98,1,1,1,2.00799989700317,1.95099997520447,0.533999979496002,-0.133000001311302,0.818000018596649,1.94400000572205,0.538999974727631,-0.0839999988675117,-0.513000011444092
3925,871.27,563.92,11,Mid-bay sample,37.94695,76.08916,29-Oct-81,6,19,2.05004525184631,0.219999998807907,0,0.0199999995529652,0,0,0,0,0.268,0.268,0.268,0.268,1.875,5.892,14.997,26.245,41.509,61.862,85.429,95.873,98.551,98.551,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,99.622,100,0,0,1,1.85199999809265,1.7849999666214,0.472000002861023,-0.200000002980232,0.939999997615814,1.78999996185303,0.483999997377396,-0.212999999523163,0.666999995708466
3926,943.6,567.9,33,Mid-bay sample,37.97445,76.06611,23-Sep-80,3,20,2.0238094329834,-999,-999,-999,0,0,0,0,0,0,0,0,0.343,1.03,3.778,10.646,27.131,49.111,70.404,88.605,96.848,98.222,98.908,98.908,98.908,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99.252,99,0,0,1,2.00600004196167,2.00500011444092,0.421000003814697,-0.0199999995529652,0.957000017166138,2.00399994850159,0.428000003099442,0.0419999994337559,0.916000008583069
3927,846.17,568.06,4,Mid-bay sample,37.93806,76.10028,29-Oct-81,9,21,1.99823689460754,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,1.854,8.342,21.783,36.15,47.737,71.837,92.229,97.791,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,98.718,99,1,1,1,2.26699995994568,2.1800000667572,0.46900001168251,-0.248999997973442,0.818000018596649,2.16799998283386,0.453000009059906,-0.160999998450279,-0.796000003814697
3928,917.3,572.25,32,Mid-bay sample,37.965,76.07833,23-Sep-80,6,22,1.97330236434937,-999,-999,-999,1,1.242,1.242,1.242,1.242,1.242,1.242,2.383,5.805,16.071,44.589,72.536,80.521,84.513,90.217,94.78,97.061,98.772,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99.913,99,0,0,1,1.30400002002716,1.42900002002716,0.50900000333786,0.386000007390976,1.44900000095367,1.41799998283386,0.52700001001358,0.555999994277954,1.13300001621246
3929,891.4,574.6,28,Mid-bay sample,37.95583,76.08889,23-Sep-80,7,23,1.94898247718811,-999,-999,-999,0,0,0,0,0,0,0,0,0.373,2.988,7.096,13.445,22.035,40.708,67.225,87.392,95.982,98.223,98.97,98.97,98.97,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99.343,99,0,0,1,2.08500003814697,2.03600001335144,0.46000000834465,-0.19200000166893,1.17400002479553,2.03200006484985,0.465999990701675,-0.165000006556511,0.870000004768372
3930,866.1,578.6,22,Mid-bay sample,37.94667,76.1,23-Sep-80,7,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0.963,0.963,3.21,7.705,18.298,33.066,55.216,83.466,94.702,98.234,98.876,98.876,98.876,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,99.518,100,0,0,1,2.18799996376038,2.12800002098083,0.414000004529953,-0.211999997496605,1.02199995517731,2.13499999046326,0.444999992847443,-0.123000003397465,1.61199998855591
3931,963.59,579.35,18,Mid-bay sample,37.98306,76.06583,29-Oct-81,5,18,2.07697010040283,-999,-999,-999,4,4.452,4.452,4.452,4.452,6.037,23.148,24.415,32.654,40.893,52.3,67.193,79.551,87.156,89.691,92.86,95.712,97.93,98.564,98.881,98.881,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,99.198,95,0,0,1,1.24000000953674,1.11199998855591,0.818000018596649,-0.0729999989271164,1.00699996948242,1.19799995422363,0.782000005245209,0.175999999046326,-0.157000005245209
3932,986.95,580.09,17,Mid-bay sample,37.99194,76.0575,29-Oct-81,3,25,1.90209794044495,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.935,0.935,0.935,0.935,4.21,28.532,67.353,87.466,95.417,98.224,98.691,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99.159,99,0,0,1,2.38599991798401,2.40100002288818,0.289000004529953,0.143999993801117,1.04100000858307,2.40599989891052,0.323000013828278,-0.153999999165535,4.53599977493286
3933,937.59,582.89,13,Mid-bay sample,37.97389,76.07777,29-Oct-81,7,20,2.0238094329834,-999,-999,-999,0,0.403,0.403,0.403,0.403,1.006,1.006,6.132,19.098,45.332,71.867,81.215,85.135,85.135,85.738,90.562,95.99,98.101,98.101,98.402,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99.005,99,0,0,1,1.04100000858307,1.12100005149841,0.566999971866608,0.365000009536743,1.76900005340576,1.19900000095367,0.651000022888184,0.704999983310699,1.64300000667572
3934,840.4,583,21,Mid-bay sample,37.93778,76.11139,23-Sep-80,10,26,1.8794914484024,-999,-999,-999,0,0,0,0,0,0,0,0,0,0.359,2.511,7.893,19.733,41.259,71.037,88.617,94.717,95.793,96.869,97.228,97.945,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98.304,98,1,1,1,2.06599998474121,2.04900002479553,0.388999998569489,-0.0640000030398369,1.13399994373322,2.05900001525879,0.418000012636185,0.284000009298325,2.29099988937378
3935,912.69,586.93,10,Mid-bay sample,37.965,76.08916,29-Oct-81,6,20,2.0238094329834,-999,-999,-999,1,0.85,0.85,0.85,0.85,2.219,5.231,6.874,14.267,20.017,27.41,40.006,59.447,80.257,92.032,96.686,97.782,98.056,98.603,98.877,99.425,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99.698,99,0,0,1,1.63199996948242,1.52100002765656,0.617999970912933,-0.264999985694885,1.12699997425079,1.53900003433228,0.637000024318695,-0.0989999994635582,0.90200001001358
3936,885.55,590.45,5,Mid-bay sample,37.95528,76.10083,29-Oct-81,6,21,1.99823689460754,-999,-999,-999,0,0,0,0,0,0,0,1.287,2.831,6.949,14.671,28.826,46.328,65.889,84.935,96.002,98.318,98.833,98.833,99.09,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,99.605,100,0,0,1,1.7940000295639,1.76699995994568,0.481000006198883,-0.119000002741814,0.949999988079071,1.7610000371933,0.500999987125397,-0.0500000007450581,0.718999981880188
3937,862.27,591.33,5,Mid-bay sample,37.94695,76.10944,12-Aug-81,9,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0.251,0.251,0.502,0.752,2.257,6.018,16.3,38.116,68.961,86.514,94.539,98.3,99.303,99.303,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,99.554,100,0,0,1,1.84500002861023,1.84800004959106,0.379999995231628,0.00499999988824129,1.12199997901917,1.8400000333786,0.402999997138977,-0.125,1.94599997997284
3938,985.2,593.2,35,Mid-bay sample,37.99278,76.06639,23-Sep-80,5,25,1.90209794044495,0.319999992847443,0.247999995946884,0.100000001490116,2,1.616,1.616,1.616,1.616,2.228,2.534,2.534,3.453,5.29,7.433,11.107,15.699,19.986,29.171,56.42,78.157,86.73,89.179,89.792,90.404,91.323,91.563,92.115,92.855,93.634,94.374,95.043,95.594,96.075,96.497,96.88,97.204,97.506,97.771,98.01,98.264,98.507,98.724,98.923,99.192,99.461,99.731,100,90,6,2,1,2.44899988174438,2.40799999237061,1.00899994373322,0.175999999046326,3.64199995994568,2.7260000705719,1.63399994373322,1.65900003910065,14.1180000305176
3939,958.4,595.5,34,Mid-bay sample,37.98306,76.07806,23-Sep-80,6,24,1.92525482177734,-999,-999,-999,0,0.194,0.194,0.194,0.194,0.194,0.194,0.917,4.171,9.594,15.017,22.61,31.287,42.857,60.573,82.628,94.198,97.09,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98.536,98,1,1,1,2.09200000762939,1.95899999141693,0.601000010967255,-0.331000000238419,0.949999988079071,1.95899999141693,0.59799998998642,-0.305000007152557,-0.335999995470047
3940,932.9,599.45,27,Mid-bay sample,37.97389,76.08972,23-Sep-80,6,23,1.94898247718811,-999,-999,-999,0,0.123,0.123,0.123,1.319,1.798,1.798,3.473,7.063,9.936,15.201,26.689,43.203,67.137,86.045,95.14,98.491,99.209,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99.448,99,0,0,1,1.81900000572205,1.76800000667572,0.521000027656555,-0.225999996066093,1.20299994945526,1.72899997234344,0.561999976634979,-0.532000005245209,1.91999995708466
3941,907.8,601.6,23,Mid-bay sample,37.965,76.10028,23-Sep-80,7,25,1.90209794044495,-999,-999,-999,0,0.369,0.369,0.369,0.369,0.369,0.369,1.39,2.411,3.943,8.028,14.155,25.388,44.28,67.767,88.19,96.87,98.402,98.913,98.913,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99.423,99,0,0,1,2.05999994277954,2.01600003242493,0.465999990701675,-0.18299999833107,1.10899996757507,2,0.490000009536743,-0.296000003814697,1.17499995231628
3942,882.8,605.6,20,Mid-bay sample,37.95611,76.11139,23-Sep-80,7,23,1.94898247718811,-999,-999,-999,0,0.122,0.122,0.122,0.122,0.122,1.164,3.249,4.291,12.109,28.786,47.548,65.789,82.467,92.89,97.06,98.102,98.623,98.623,98.623,99.144,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,99.666,100,0,0,1,1.53199994564056,1.54100000858307,0.483000010251999,0.0350000001490116,0.938000023365021,1.54799997806549,0.533999979496002,0.257999986410141,2.25099992752075
3943,978.51,608.16,14,Mid-bay sample,37.99166,76.07833,29-Oct-81,5,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,2.155,7.542,20.83,45.251,75.418,93.734,97.326,98.044,98.403,98.403,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,98.762,99,1,1,1,2.28399991989136,2.26399993896484,0.344999998807907,-0.123999997973442,1.02799999713898,2.26200008392334,0.354000002145767,0.0540000014007092,1.33299994468689
3944,953.45,610.8,9,Mid-bay sample,37.98278,76.08945,29-Oct-81,6,19,2.05004525184631,0.0829999968409538,0.0710000023245811,0.0199999995529652,0,0.145,0.145,0.145,0.145,0.145,0.145,1.386,2.628,5.111,9.456,21.25,40.492,62.218,80.219,91.392,96.358,97.6,97.6,98.221,98.221,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,98.841,99,1,1,1,1.85399997234344,1.85099995136261,0.477999985218048,-0.028999999165535,1.07799994945526,1.84800004959106,0.50900000333786,0.0549999997019768,1.63100004196167
3945,928.56,613.15,6,Mid-bay sample,37.97389,76.1,29-Oct-81,6,18,2.07697010040283,0.214000001549721,0.152999997138977,0.0199999995529652,1,0.503,0.503,0.503,0.503,0.503,2.633,2.633,7.958,22.867,45.231,66.529,76.646,84.633,93.153,96.88,97.945,98.478,98.478,98.478,99.01,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99.543,99,0,0,1,1.30599999427795,1.38900005817413,0.529999971389771,0.222000002861023,1.03699994087219,1.39100003242493,0.564000010490417,0.467999994754791,2.3529999256134
3946,902.11,617.12,3,Mid-bay sample,37.96444,76.11195,29-Oct-81,7,18,2.07697010040283,0.090999998152256,0.0350000001490116,0.0199999995529652,0,0.341,0.341,0.341,0.341,0.341,3.529,5.267,15.701,28.452,46.71,64.098,77.719,88.732,95.108,97.716,98.295,98.875,98.875,99.165,99.455,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99.744,99,0,0,1,1.29799997806549,1.31599998474121,0.545000016689301,0.0649999976158142,0.934000015258789,1.32799994945526,0.577000021934509,0.275000005960464,1.37199997901917
3947,974.85,623.3,26,Mid-bay sample,37.99194,76.08916,23-Sep-80,7,23,1.94898247718811,-999,-999,-999,1,0.866,0.866,0.866,1.148,2.274,2.837,2.837,3.4,4.244,6.496,13.534,30.987,54.633,73.493,87.005,96.013,97.702,97.984,98.265,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98,1,1,1,1.94799995422363,1.97200000286102,0.449999988079071,0.0260000005364418,1.04799997806549,1.93799996376038,0.518999993801117,-0.504999995231628,3.61700010299683
3948,949.2,627.2,24,Mid-bay sample,37.98306,76.10139,23-Sep-80,8,19,2.05004525184631,0.135000005364418,0.104000002145767,0.0199999995529652,1,0.667,0.667,0.667,0.667,0.667,0.667,1.109,5.531,20.124,51.299,83.801,93.75,95.519,96.403,97.73,98.614,98.835,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99.278,99,0,0,1,1.2389999628067,1.22500002384186,0.303999990224838,0.00999999977648258,1.14499998092651,1.2610000371933,0.368000000715256,0.714999973773956,4.85099983215332
3949,923.7,629.3,19,Mid-bay sample,37.97389,76.11195,23-Sep-80,7,17,2.10461163520813,-999,-999,-999,1,1.261,1.261,1.261,4.211,5.194,7.488,14.371,20.926,33.053,46.163,57.962,70.089,82.544,93.032,97.948,99.259,99.259,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,99.587,98,0,0,1,1.3400000333786,1.32400000095367,0.694999992847443,-0.0710000023245811,0.915000021457672,1.30999994277954,0.688000023365021,-0.163000002503395,-0.305999994277954
3950,970.39,637.7,7,Mid-bay sample,37.99194,76.1,29-Oct-81,6,25,1.90209794044495,-999,-999,-999,0,0,0,0,0,0,1.063,1.861,3.988,7.975,11.431,17.812,27.648,46.789,73.373,90.653,97.565,98.628,98.894,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99.16,99,0,0,1,2.02600002288818,1.94799995422363,0.51800000667572,-0.28999999165535,1.26900005340576,1.9190000295639,0.533999979496002,-0.486000001430511,1.14100003242493
3951,943.99,641.42,2,Mid-bay sample,37.9825,76.11222,29-Oct-81,8,24,1.92525482177734,-999,-999,-999,0,0,0,0,0,0,0,0.35,0.7,3.151,6.652,12.254,23.108,40.964,71.775,91.732,96.984,98.385,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,98.735,99,1,1,1,2.06800007820129,2.01300001144409,0.425000011920929,-0.241999998688698,1.19000005722046,1.99600005149841,0.430000007152557,-0.39300000667572,0.934000015258789
3952,964.8,654.4,18,Mid-bay sample,37.99139,76.11278,23-Sep-80,8,25,1.90209794044495,0.200000002980232,0.17399999499321,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,1.204,5.117,16.255,39.434,72.546,90.608,95.725,96.929,97.23,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,97.531,98,1,1,1,2.0699999332428,2.06200003623962,0.330000013113022,-0.0450000017881393,1.08700001239777,2.0550000667572,0.335999995470047,0.00899999961256981,0.799000024795532
3953,1310.59,725.72,38,Mid-bay sample,38.12583,76.00056,10-Aug-83,3,27,1.85741603374481,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423,7.824,25.25,60.103,82.508,89.621,92.11,93.533,94.599,94.772,95.002,95.253,95.534,95.763,96.007,96.216,96.417,96.61,96.791,96.949,97.101,97.275,97.478,97.755,98.056,98.336,98.579,98.934,99.289,99.645,100,95,3,3,1,2.67799997329712,2.69899988174438,0.554000020027161,0.333999991416931,2.46499991416931,2.98600006103516,1.46899998188019,2.37199997901917,24.2700004577637
3954,1330.39,744.56,37,Mid-bay sample,38.13472,76.0025,10-Aug-83,3,29,1.8147851228714,-999,0.392500013113022,0.100000001490116,0,0,0,0,0,0,0,0,0,0,0,1.296,7.777,25.925,52.714,67.405,72.59,76.911,82.528,85.984,85.984,85.984,86.949,88.231,89.374,90.339,91.164,91.929,92.585,93.152,93.699,94.186,94.597,95.053,95.47,95.856,96.312,96.781,97.205,97.597,98.197,98.798,99.399,100,86,9,5,1,2.22499990463257,2.48099994659424,1.3309999704361,0.666000008583069,2.86999988555908,2.96099996566772,2.07100009918213,1.48000001907349,9.03499984741211
3955,1351.15,762.29,36,Mid-bay sample,38.14389,76.00305,10-Aug-83,3,28,1.835853099823,-999,-999,-999,0,0,0,0,0,0,0,0,0.591,2.363,6.497,13.584,38.981,75.6,86.822,89.775,90.366,91.547,91.547,91.547,91.547,91.547,91.895,92.424,93.009,93.626,94.134,94.591,95.005,95.374,95.705,96.014,96.279,96.521,96.783,97.037,97.31,97.591,97.853,98.088,98.566,99.044,99.522,100,92,5,3,1,1.82500004768372,1.84500002861023,0.949000000953674,0.416999995708466,5.52500009536743,2.27699995040894,1.88100004196167,1.91799998283386,15.3489999771118
3956,1347.43,776.57,35,Mid-bay sample,38.14333,76.01527,10-Aug-83,3,54,1.41020321846008,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.108,0.216,0.486,2.755,10.696,16.368,18.529,20.312,23.134,26.65,32.246,37.544,42.694,47.25,51.36,54.412,56.632,58.945,61.443,64.218,67.548,71.525,75.826,80.128,84.429,88.322,92.214,96.107,100,19,43,39,6,6.55600023269653,6.7519998550415,2.98200011253357,0.202999994158745,0.870000004768372,7.13399982452393,2.8970000743866,0.232999995350838,-0.727999985218048
3957,1370.89,779.5,33,Mid-bay sample,38.1525,76.00389,10-Aug-83,3,28,1.835853099823,-999,-999,-999,0,0,0,0,0,0,0,0,0.687,1.717,5.837,15.794,37.424,61.458,69.698,72.101,73.131,75.535,83.431,83.775,83.775,83.775,84.399,85.276,86.223,87.3,88.288,89.214,90,90.695,91.331,91.799,92.242,92.749,93.265,93.829,94.513,95.238,95.923,96.543,97.407,98.272,99.136,100,84,9,7,1,1.88100004196167,2.50099992752075,1.87000000476837,0.771000027656555,2.45799994468689,2.86199998855591,2.5090000629425,1.21800005435944,5.44799995422363
3958,1367.6,793.98,34,Mid-bay sample,38.15222,76.01611,10-Aug-83,3,44,1.54826962947845,-999,0.794000029563904,0.254999995231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0.195,0.584,1.751,12.84,34.435,42.217,42.217,44.231,46.13,48.556,50.913,53.041,55.146,56.954,58.487,59.814,60.981,62.477,64.512,67.462,70.868,75.147,79.924,84.66,89.437,92.078,94.719,97.359,100,42,22,35,4,5.2039999961853,6.03700017929077,2.95199990272522,0.460999995470047,0.66100001335144,6.24399995803833,3.10800004005432,0.298000007867813,-0.912000000476837
3959,1391.29,796.87,32,Mid-bay sample,38.16139,76.00417,10-Aug-83,3,31,1.7740672826767,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.639,0.959,3.517,22.379,55.946,76.087,81.522,81.522,82.103,83.052,84.19,85.492,86.719,87.907,88.97,89.893,90.727,91.511,92.182,92.788,93.337,93.864,94.519,95.197,95.799,96.315,97.236,98.157,99.079,100,82,11,7,1,3.20600008964539,3.68899989128113,1.48699998855591,0.790000021457672,5.67500019073486,3.97699999809265,2.11800003051758,1.34899997711182,6.94000005722046
3960,1557.23,936.39,39,Mid-bay sample,38.23333,76.00555,11-Aug-83,4,56,1.38549304008484,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.116,0.233,0.524,1.92,8.497,15.538,16.935,18.322,20.872,24.451,29.148,34.113,38.81,42.702,46.326,49.502,52.365,55.04,57.664,60.39,63.317,67.052,71.392,75.834,80.629,85.472,90.314,95.157,100,17,41,42,7,7.05800008773804,7.19600009918213,3.1710000038147,0.145999997854233,0.861999988555908,7.44500017166138,2.98799991607666,0.17399999499321,-0.898000001907349
3961,1555.07,949.21,38,Mid-bay sample,38.23306,76.01694,11-Aug-83,3,46,1.51853501796722,-999,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0.191,0.382,0.955,3.249,8.026,12.23,16.052,21.976,36.308,45.672,48.347,49.431,51.654,54.448,57.926,60.948,63.913,66.279,68.331,70.156,71.637,73.172,74.763,76.408,78.328,80.714,83.401,86.089,88.804,91.603,94.402,97.201,100,48,26,25,4,4.41900014877319,5.60799980163574,3.09899997711182,0.568000018596649,0.852999985218048,5.67999982833862,3.14100003242493,0.453000009059906,-0.312999993562698
3962,1582.83,957.88,34,Mid-bay sample,38.24445,76.00555,11-Aug-83,3,59,1.35000991821289,-999,1.77100002765656,0.409999996423721,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.2,0.32,0.481,0.561,0.801,1.321,5.886,9.811,10.491,10.988,12.841,15.778,21.472,27.301,32.949,37.513,41.219,44.427,47.183,49.577,52.29,55.323,58.621,63.196,68.197,73.251,78.198,83.649,89.099,94.55,100,10,42,48,7,7.7189998626709,7.93200016021729,2.97199988365173,0.109999999403954,0.929000020027161,7.85300016403198,2.88800001144409,0.122000001370907,-0.855000019073486
3963,1554.44,962.96,37,Mid-bay sample,38.23333,76.02778,11-Aug-83,3,44,1.54826962947845,-999,1.20099997520447,0.239999994635582,0,0,0,0,0,0,0,0,0,0,0,0.211,1.479,4.015,8.663,13.1,18.382,28.524,40.357,49.442,54.724,57.471,58.154,59.671,62.478,65.513,68.421,71.051,73.276,75.172,76.816,78.283,79.338,80.564,81.818,83.386,85.582,88.034,90.087,91.797,93.848,95.899,97.949,100,57,23,19,8,3.52600002288818,4.97399997711182,2.97099995613098,0.699999988079071,1.04700005054474,5.03700017929077,3.0090000629425,0.580999970436096,0.337000012397766
