Name: “Table 1 of 1 on page 133 of 142”,Name: “Table 1 of 1 on page 133 of 142”,Name: “Table 1 of 1 on page 133 of 142”,Name: “Table 1 of 1 on page 133 of 142”,Name: “Table 1 of 1 on page 133 of 142”
Table: 133,Table: 133,Table: 133,Table: 133,Table: 133
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
PIKEA,,S,0167815,88350214
PIMELOMETOPON PULCHRUM,CALIFORNIA SHEEPSHEAD,,0170599,8839011201
PIMEPHALES NOTATUS,BLUNTNOSE MINNOW,,0163516,8776011601
PIMEPHALES PROMELAS,FATHEAD MINNOW,,0163517,8776011602
PLEURONECTES AMERICANUS,WINTER FLOUNDER,SA,0172904,8857041504
PLEURONECTES FERRUGINEUS,YELLOWTAIL FLOUNDER,SA,0172908,8857041506
PLEURONECTIDAE,RIGHTEYED FLOUNDERS,,0172859,885704
PLEURONECTIFORMES,FLATFISHES,,0172702,8855
PLEURONECTOIDEI,FLATFISHES,,0172707,8857
POECILIIDAE,TOPMINNOWS,,0165876,880408
POGONIAS CROMIS,BLACK DRUM,,0169288,8835440801
POLLACHIUS VIRENS,POLLOCK,,0164727,8791030901
POLLICHTHYS MAULI,STAREYED LIGHTFISH,,0162189,8759010601
POLYDACTYLUS OCTONEMUS,ATLANTIC THREADFIN,,0170447,8838010101
POLYDACTYLUS VIRGINICUS,BARBU,,0170448,8838010102
POLYMIXIA LOWEI,BEARDFISH,,0166126,8809010101
POMATOMIDAE,BLUEFISHES,,0168557,883525
POMATOMUS SALTATRIX,BLUEFISH,,0168559,8835250101
POMOTIS CHAETODON,BLACKBANDED SUNFISH,S,0168112,8835160401
POMOTIS GIBBOSUS,PUMPKINSEED,S,0168147,8835160505
POMOTIS GULOSUS,WARMOUTH,S,0168140,8835161001
POMOTIS GUTTATUS,LITTLE SUNFISH,S,0168128,8835160403
POMOTIS OBESUS,LITTLE SUNFISH,S,0168129,8835160403
POMOTIS RAVENELLI,PUMPKINSEED,S,0168148,8835160505
POMOTIS VULGARIS,PUMPKINSEED,S,0168149,8835160505
POMOXIS,CRAPPIES,,0168165,88351607
POMOXIS ANNULARIS,WHITE CRAPPIE,,0168166,8835160701
POMOXIS NIGROMACULATUS,BLACK CRAPPIE,,0168167,8835160702
PORICHTHYS PLECTRODON,ATLANTIC MIDSHIPMAN,,0164421,8783010108
PRIACANTHUS ARENATUS,BIGEYE,,0168178,8835170101
PRIACANTHUS CRUENTATUS,GLASSEYE SNAPPER,SA,0168179,8835170102
PRIONOTUS,NORTH AMERICAN SEAROBINS,,0166973,88260201
PRIONOTUS ALATUS,SPINY SEAROBIN,,0166978,8826020105
PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,,0166974,8826020101
PRIONOTUS EVOLANS,STRIPED SEAROBIN,,0166975,8826020102
PRIONOTUS MARTIS,BARRED SEAROBIN,,0166984,8826020111
PRIONOTUS PARALATUS,MEXICAN SEAROBIN,,0166987,8826020114
PRIONOTUS ROSEUS,BLUESPOTTED SEAROBIN,,0166990,8826020117
PRIONOTUS RUBRIO,BLACKFIN SEAROBIN,SA,0166991,8826020118
PRIONOTUS SALMONICOLOR,BLACKFIN SEAROBIN,S,0166992,8826020118
PRIONOTUS SCITULUS,LEOPARD SEAROBIN,,0166976,8826020103
PRIONOTUS TRIBULUS,BIGHEAD SEAROBIN,,0166977,8826020104
PRISTIGENYS ALTA,SHORT BIGEYE,SA,0168190,8835170201
PRISTIPOMOIDES AQUILONARIS,WENCHMAN,,0168913,8835360701
PROGNATHODES AYA,BANK BUTTERFLYFISH,SA,0646776,8835550102
PSEUDOPLEURONECTES AMERICANUS,WINTER FLOUNDER,S,0172905,8857041504
PSEUDOPRIACANTHUS ALTUS,SHORT BIGEYE,S,0168191,8835170201
PSEUDUPENEUS MACULATUS,SPOTTED GOATFISH,,0169421,8835450301
PTERYCOMBUS BRAMA,SILVER SEA BREAM,,0170297,8835710301
PTYCHOCHEILUS OREGONENSIS,NORTHERN SQUAWFISH,,0163523,8776011801
PYLODICTIS OLIVARIS,FLATHEAD CATFISH,,0164029,8777020301
RACHYCENTRIDAE,COBIAS,,0168564,883526
RACHYCENTRON CANADUM,COBIA,,0168566,8835260101
REMORA AUSTRALIS,WHALESUCKER,,0168569,8835270101
REMORA OSTEOCHIR,MARLINSUCKER,,0168570,8835270102
RHINICHTHYS ATRATULUS,BLACKNOSE DACE,,0163382,8776010901
RHINICHTHYS CATARACTAE,LONGNOSE DACE,,0163384,8776010902
RHINONEMUS CIMBRIUS,FOURBEARD ROCKLING,S,0164749,8791031501
RHOMBOPLITES AURORUBENS,VERMILION SNAPPER,,0168909,8835360501
,123,,,
