Name: “Table 1 of 1 on page 27 of 142”,Name: “Table 1 of 1 on page 27 of 142”,Name: “Table 1 of 1 on page 27 of 142”,Name: “Table 1 of 1 on page 27 of 142”,Name: “Table 1 of 1 on page 27 of 142”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
NAVICULA SALINICOLA,,,0004067,0703052771
NAVICULA SANCTAECRUCIS,,,0004066,0703052770
NAVICULA SCHROETERI,,,0003964,0703052709
NAVICULA SECRETA,,,0003969,0703052712
NAVICULA SECRETA APICULATA,,,0003971,070305271202
NAVICULA SEMINULUM,,,0003974,0703052715
NAVICULA SEPTENTRIONALIS,,,0003684,0703050118
NAVICULA SPECTABILIS,,,0003801,0703052404
NAVICULA SPICULA,,,0003716,0703050137
NAVICULA SYMMETRICA,,,0003994,0703052732
NAVICULA TECTA,,S,0003882,0703052655
NAVICULA TENELLOIDES,,,0004053,0703052759
NAVICULA TRANSITANS ASYMMETRICA,,,0003687,070305012001
NAVICULA TREVELYANA,,S,0004447,0703050905
NAVICULA TRIPUNCTATA,,,0004048,0703052756
NAVICULA TRIPUNCTATA SCHIZONEMOIDES,,,0004050,070305275602
NAVICULA VIRIDULA,,,0004013,0703052740
NAVICULA VIRIDULA AVENACEA,,S,0004025,0703052745
NAVICULA ZETA,,SA,0004091,0703052794
NAVICULA ZOSTERETI,,,0004094,0703052796
NAVICULACEAE,,,0003648,070305
NEIDIUM AFFINE,,SA,0003270,0703012601
NEIDIUM AFFINE AMPHIRHYNCHUS,,SA,0003275,070301260102
NEIDIUM AFFINE GENUINA,,S,0003271,0703012601
NEIDIUM AFFINE GENUINUM,,S,0003272,0703012601
NEIDIUM AFFINE MAXIMA,,S,0003273,0703012601
NEIDIUM AFFINE RHODANA,,S,0003277,070301260102
NEIDIUM DUBIUM,,,0003291,0703012606
NEIDIUM IRIDIS AMPHIRHYNCHUS,,S,0003276,070301260102
NITZSCHIA,,SA,0005070,07031001
NITZSCHIA ACICULARIS,,,0005099,0703100119
NITZSCHIA ACTINASTROIDES,,SA,0005213,0703100186
NITZSCHIA AMPHIBIA,,,0005160,0703100153
NITZSCHIA ANGULARIS,,,0005163,0703100154
NITZSCHIA ANGULARIS AFFINIS,,,0005164,070310015401
NITZSCHIA ANGUSTATA,,,0005265,0703100731
NITZSCHIA APICULATA,,,0005101,0703100121
NITZSCHIA BILOBATA,,,0005073,0703100102
NITZSCHIA BILOBATA MINOR,,,0005074,070310010201
NITZSCHIA BREVISSIMA,,,0005282,0703100742
NITZSCHIA BRITTONI,,,0005283,0703100743
NITZSCHIA CAPITELLATA,,SA,0005196,0703100175
NITZSCHIA CLAUSII,,SA,0005165,0703100155
NITZSCHIA CLOSTERIUM,,,0005149,0703100151
NITZSCHIA COMMUNIS HYALINA,,,0005225,070310019202
NITZSCHIA CONFINIS,,S,0005098,0703100118
NITZSCHIA CONSTRICTA,,,0005103,0703100124
NITZSCHIA CURSORIA,,,0005285,0703100745
NITZSCHIA CYLINDRUS,,SA,0005075,0703100103
NITZSCHIA DEBILIS,,SA,0005271,0703100733
NITZSCHIA DELICATISSIMA,,S,0005077,0703100104
NITZSCHIA DENTICULA,,,0005227,0703100194
NITZSCHIA DISERTA,,,0005228,0703100195
NITZSCHIA DISSIPATA,,,0005186,0703100170
NITZSCHIA DISSIPATA MEDIA,,SA,0005188,070310017002
NITZSCHIA DISTANS,,,0005178,0703100162
NITZSCHIA ELLIPTICA,,,0005229,0703100701
NITZSCHIA EPITHEMOIDES,,,0005287,0703100747
NITZSCHIA FASCICULATA,,,0005230,0703100702
,17,,,
