Name: “Table 1 of 1 on page 64 of 142”,Name: “Table 1 of 1 on page 64 of 142”,Name: “Table 1 of 1 on page 64 of 142”,Name: “Table 1 of 1 on page 64 of 142”,Name: “Table 1 of 1 on page 64 of 142”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
HETERONEMERTEA,,,0057438,4303
HOPLONEMERTEA,,,0057491,4305
LINEIDAE,,,0057443,430302
MALACOBDELLA GROSSA,LEECHRIBBON WORM,,0057595,4308010101
MICRURA LEIDYI,RED RIBBON WORM,,0057477,4303020505
MICRURA RUBRA,,,0057478,4303020506
NEMERTEA,RIBBON WORMS,SA,0057411,43
PALEONEMERTEA,,,0057414,4302
RHYNCHOCOELA,RIBBON WORMS,S,0057412,43
TETRASTEMMA ELEGANS,FOUR-EYED RIBBON WORM,,0057563,4306060205
TUBULANIDAE,,,0057415,430201
TUBULANUS,,,0057416,43020101
TUBULANUS PELLUCIDUS,,,0057420,4302010104
ZYGEUPOLIA RUBENS,SHARP-HEADED RIBBON WORM,,0057489,4303020701
ZYGONEMERTES VIRESCENS,GREEN RIBBON WORM,,0057554,4306050302
,ROTIFERA - ROTIFERS OR WHEEL ANIMALCULES,ROTIFERA - ROTIFERS OR WHEEL ANIMALCULES,ROTIFERA - ROTIFERS OR WHEEL ANIMALCULES,
(Kingdom Animalia:Subkingdom Eumetazoa:Section Protostomia:Phylum Rotifera),(Kingdom Animalia:Subkingdom Eumetazoa:Section Protostomia:Phylum Rotifera),(Kingdom Animalia:Subkingdom Eumetazoa:Section Protostomia:Phylum Rotifera),(Kingdom Animalia:Subkingdom Eumetazoa:Section Protostomia:Phylum Rotifera),(Kingdom Animalia:Subkingdom Eumetazoa:Section Protostomia:Phylum Rotifera)
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
ANURAEOPSIS,,,0058525,45060108
ANURAEOPSIS FISSA,,SA,0058526,4506010801
ANURAEOPSIS HYPELASMA,,S,0058527,4506010801
ASCOMORPHA,,,0059167,45060801
ASCOMORPHA OVALIS,,S,0059181,4506080301
ASCOMORPHA SALTANS,,,0059168,4506080102
ASPLANCHNA,,,0059235,45061201
ASPLANCHNA BRIGHTWELLII,,,0059236,4506120101
ASPLANCHNA HERRICKII,,,0059238,4506120102
ASPLANCHNA PRIODONTA,,,0059240,4506120104
BDELLOIDA,,,0058247,4504
BIPALPUS HUDSONI,,SA,0059290,4506130501
BIRGEA ENANTIA,,,0059072,4506060101
BRACHIONUS,,,0058434,45060104
BRACHIONUS ANGULARIS,,SA,0058445,4506010406
BRACHIONUS BAKERI,,S,0058459,4506010411
BRACHIONUS BIDENTATA,,,0058452,4506010407
BRACHIONUS BUDAPESTINENSIS,,,0058453,4506010408
BRACHIONUS CALYCIFLORUS,,SA,0058438,4506010402
BRACHIONUS CAUDATUS,,,0058454,4506010409
BRACHIONUS DIVERSICORNIS,,,0058457,4506010410
BRACHIONUS HAVANAENSIS,,,0058440,4506010403
BRACHIONUS HEPATOTOMEUS,,S,0058436,4506010401
BRACHIONUS MUELLERI,,S,0058437,4506010401
BRACHIONUS PALA,,S,0058439,4506010402
BRACHIONUS PLICATILIS,,SA,0058435,4506010401
BRACHIONUS PTERODINOIDES,,,0058443,4506010404
BRACHIONUS QUADRIDENTATUS,,SA,0058458,4506010411
BRACHIONUS RUBENS,,SA,0058464,4506010412
BRACHIONUS TESTUDO,,S,0058446,4506010406
BRACHIONUS URCEOLARIS,,,0058444,4506010405
BRACHIONUS URCEOLARIS ANGULARIS,,S,0058447,4506010406
BRACHIONUS URCEUS RUBENS,,S,0058465,4506010412
BRACHIONUS VARIABILIS,,,0058466,4506010413
CEPHALODELLA,,,0058819,45060403
CEPHALODELLA GIBBA,,,0058821,4506040302
CHROMOGASTER OVALIS,,SA,0059180,4506080301
COLLOTHECA,,,0059434,45080101
COLLOTHECA MUTABILIS,,,0059435,4508010101
COLLOTHECA PELAGICA,,,0059436,4508010102
COLURELLA,,,0058419,45060103
CONOCHILOIDES,,,0059412,45070401
CONOCHILOIDES DOSSUARIUS,,,0059413,4507040101
,54,,,
