Name: “Table 1 of 1 on page 103 of 142”,Name: “Table 1 of 1 on page 103 of 142”,Name: “Table 1 of 1 on page 103 of 142”,Name: “Table 1 of 1 on page 103 of 142”,Name: “Table 1 of 1 on page 103 of 142”
Table: 103,Table: 103,Table: 103,Table: 103,Table: 103
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
ATOPERLA EPHYRE,,S,0103247,6254040801
ATRICHOPOGON,,,0127113,64892201
ATTANEURIA RURALIS,,SA,0102955,6254010801
ATTENELLA ATTENUATA,,SA,0101340,6217020401
AXARUS,,,0129236,64896003
AXARUS FESTIVUS,,,0129239,6489600302
BAETIDAE,,,0100755,621602
BAETIS,,,0100800,62160215
BAETIS AMPLUS,,,0100819,6216021518
BAETIS EPHIPPIATUS,,,0100833,6216021530
BAETIS FLAVISTRIGA,,,0100835,6216021532
BAETIS FRONDALIS,,,0100838,6216021535
BAETIS INTERCALARIS,,SA,0100808,6216021507
BAETIS LASALLEI,,S,0100809,6216021507
BAETIS PLUTO,,,0100858,6216021553
BAETIS PYGMAEUS,,,0100861,6216021556
BAETIS TRICAUDATUS,,,0100817,6216021515
BANKSIANA,,S,0102963,62540113
BANKSIELLA,,S,0102964,62540113
BASIAESCHNA,,,0101648,62250208
BELOSTOMA,,SA,0103684,62720502
BEROSUS,,SA,0112812,63090301
BEZZIA,,,0127778,64893002
BITTACOMORPHA,,,0125765,64880201
BLASTURUS,,S,0101149,62170105
BLEPHARICERA,,,0121255,64840303
BOOPHTHORA RILEYANA,,S,0126893,6489190176
BOYERIA,,,0101645,62250207
BOYERIA GRAFIANA,,,0101646,6225020701
BOYERIA VINOSA,,,0101647,6225020702
BRACHYCENTRUS,CADDISFLY,SA,0116906,64181501
BRACHYCENTRUS AMERICANUS,,SA,0116912,6418150103
BRACHYCENTRUS LATERALIS,,SA,0116914,6418150104
BRACHYCENTRUS NIGROSOMA,,SA,0116916,6418150105
BRACHYCENTRUS NUMEROSUS,,SA,0116910,6418150102
BRACHYCERCUS,,,0101468,62180201
BRACHYDEUTERA,,,0147303,64968002
BRACHYDEUTERA LONGIPES,SHORE FLY,,0147307,6496800202
BRILLIA,,,0128477,64895607
BRYCHIUS,,,0111947,63050405
CAENIS,,,0101478,62180202
CALLIBAETIS,,SA,0100903,62160227
CALOPSECTRA,,S,0129979,64896213
CALOPSECTRA GLABRESCENS,,S,0130031,6489621342
CALOPSECTRA GUERLUS,,S,0129998,6489621316
CALOPTERYGIDAE,BROAD-WINGED DAMSELFLIES,SA,0102043,622902
CALOPTERYX,,,0102052,62290204
CALOPTERYX DIMIDIATA,,,0102054,6229020402
CALOPTERYX MACULATA,,,0102055,6229020403
CAPNELLA,,S,0102645,62520501
CAPNIIDAE,SMALL WINTER STONEFLIES,,0102643,625205
CARABIDAE,GROUND BEETLES,,0109234,630503
CARDIOCLADIUS,,,0128511,64895610
CARDIOCLADIUS OBSCURUS,,SA,0128515,6489561003
CATACLYSTA,,S,0181199,64630210
CENTROPTILUM,,,0100873,62160216
CERACLEA,,SA,0116684,64181207
CERACLEA MACULATA,,,0116725,6418120713
CERACLEA SLOSSONAE,,,0116728,6418120716
,93,,,
