Name: “Table 1 of 1 on page 33 of 142”,Name: “Table 1 of 1 on page 33 of 142”,Name: “Table 1 of 1 on page 33 of 142”,Name: “Table 1 of 1 on page 33 of 142”,Name: “Table 1 of 1 on page 33 of 142”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
TETRACYCLUS,,,0003328,07030128
THALASSIONEMA,,,0003138,07030106
THALASSIONEMA NITZSCHIOIDES,,SA,0003139,0703010601
THALASSIOPHYSA HYALINA,,,BAY0274,0703THALASSI
THALASSIOSIRA,,,0002484,07020205
THALASSIOSIRA AESTIVALIS,,,0002485,0702020501
THALASSIOSIRA ANGUSTE-LINEATA,,SA,0550490,0702021001
THALASSIOSIRA ANTARCTICA,,,0002504,0702020518
THALASSIOSIRA ANTIQUA,,,0002497,0702020513
THALASSIOSIRA ANTIQUA SEPTATA,,,0002498,070202051301
THALASSIOSIRA BALTICA,,,0002486,0702020502
THALASSIOSIRA BIOCULATA,,,0002487,0702020503
THALASSIOSIRA CONDENSATA,,,0002488,0702020504
THALASSIOSIRA CONFERTA,,,0002523,0702020533
THALASSIOSIRA CONSTRICTA,,,0002525,0702020535
THALASSIOSIRA DECIPIENS,,,0002489,0702020505
THALASSIOSIRA DELICATULA,,,0002520,0702020530
THALASSIOSIRA ECCENTRICA,,,0002503,0702020517
THALASSIOSIRA FALLAX,,,0002528,0702020537
THALASSIOSIRA FAURII,,SA,0002512,0702020524
THALASSIOSIRA FLUVIATILUS,,,0002510,0702020522
THALASSIOSIRA GRAVIDA,,,0002490,0702020506
THALASSIOSIRA GUILLARDII,,,0002514,0702020525
THALASSIOSIRA HYALINA,,,0002496,0702020512
THALASSIOSIRA INCERTA,,,0002515,0702020526
THALASSIOSIRA JAPONICA,,,0002491,0702020507
THALASSIOSIRA KRYOPHILA,,,0002501,0702020515
THALASSIOSIRA LACUSTRIS,,,0002511,0702020523
THALASSIOSIRA LEPTOPUS,,,0002524,0702020534
THALASSIOSIRA LEVANDERI,,,0002529,0702020538
THALASSIOSIRA LINEATA,,,0002500,0702020514
THALASSIOSIRA MENDIOLANA,,,0002521,0702020531
THALASSIOSIRA MINUSCULA,,,0002522,0702020532
THALASSIOSIRA NANA,,,0002502,0702020516
THALASSIOSIRA NIDULUS,,SA,0002526,0702020536
THALASSIOSIRA NITZSCHIOIDES,,S,0002527,0702020536
THALASSIOSIRA NORDENSKIOELDII,,,0002492,0702020508
THALASSIOSIRA OESTRUPII,,,0002505,0702020519
THALASSIOSIRA OESTRUPII VENRICKAE,,,0002507,070202051902
THALASSIOSIRA PACIFICA,,,0002493,0702020509
THALASSIOSIRA POLYCHORDA,,,0002508,0702020520
THALASSIOSIRA PROFUNDA,,,0002519,0702020529
THALASSIOSIRA PSEUDONANA,,,0002509,0702020521
THALASSIOSIRA ROTULA,,,0002494,0702020510
THALASSIOSIRA RUDOLFII,,SA,0002516,0702020527
THALASSIOSIRA SUBTILIS,,,0002495,0702020511
THALASSIOSIRA VISURGIS,,,0002518,0702020528
THALASSIOTHRIX,,,0003131,07030105
THALASSIOTHRIX DELICATULA,,S,0003132,0703010501
THALASSIOTHRIX FRAUENFELDII,,,0003133,0703010502
THALASSIOTHRIX LONGISSIMA,,,0003134,0703010503
THALASSIOTHRIX MEDITERRANEA,,,0003135,0703010504
TOXARIUM UNDULATUM,,SA,BAY0367,0703010306
TRICERATIUM,,,0002739,07020714
TRICERATIUM ACUTUM,,,0002742,0702071402
TRICERATIUM ALTERNANS,,S,0002680,0702070101
TRICERATIUM FAVUS,,SA,0002740,0702071401
TRICERATIUM FORMOSUM PENTAGONAL,,,BAY0276,07020714FOR
TRICERATIUM RETICULUM,,,0002743,0702071403
,23,,,
