Name: “Table 1 of 1 on page 124 of 142”,Name: “Table 1 of 1 on page 124 of 142”,Name: “Table 1 of 1 on page 124 of 142”,Name: “Table 1 of 1 on page 124 of 142”,Name: “Table 1 of 1 on page 124 of 142”
Table: 124,Table: 124,Table: 124,Table: 124,Table: 124
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
RAJA OCELLATA,WINTER SKATE,,0160858,8713040116
RAJA RADIATA,THORNY SKATE,S,0160876,8713040134
RHINOBATOS LENTIGINOSUS,ATLANTIC GUITARFISH,,0160815,8713020101
RHINOPTERA BONASUS,COWNOSE RAY,,0160985,8713070301
RHIZOPRIONODON TERRAENOVAE,ATLANTIC SHARPNOSE SHARK,SA,0160200,8708020301
SCOLIODON TERRAENOVAE,ATLANTIC SHARPNOSE SHARK,S,0160201,8708020301
SCYLIORHINUS RETIFER,CHAIN CATSHARK,SA,0160060,8708010304
SPHYRNA TIBURO,BONNETHEAD,SA,0160502,8708030101
SPHYRNA ZYGAENA,SMOOTH HAMMERHEAD,SA,0160505,8708030102
SPINAX SUCKLEYI,SPINY DOGFISH,S,0160619,8710010201
SQUALIDAE,DOGFISH SHARKS,,0160604,871001
SQUALIFORMES,,,0160602,8709
SQUALIS CANIS,SMOOTH DOGFISH,S,0160232,8708020401
SQUALUS ACANTHIAS,SPINY DOGFISH,SA,0160617,8710010201
SQUALUS CAECCHIA,SANDBAR SHARK,S,0160302,8708020503
SQUALUS CAERULEUS,BLUE SHARK,S,0160429,8708020601
SQUALUS GLAUCUS,BLUE SHARK,S,0160430,8708020601
SQUALUS MAXIMUS,BASKING SHARK,S,0159908,8707120101
SQUALUS OBSCURUS,DUSKY SHARK,S,0160274,8708020501
SQUALUS OBTUSUS,BULL SHARK,S,0160287,8708020502
SQUALUS PLATYODON,BULL SHARK,S,0160288,8708020502
SQUALUS PLUMBEUS,SANDBAR SHARK,S,0160303,8708020503
SQUALUS SUCKLEYI,SPINY DOGFISH,S,0160620,8710010201
SQUALUS TERRAENOVAE,ATLANTIC SHARPNOSE SHARK,S,0160202,8708020301
SQUALUS VULPINUS,THRESHER SHARK,S,0159919,8707040401
SQUATINA DUMERIL,SAND DEVIL,,0160787,8711010102
THALASSINUS RONDELETTII,BLUE SHARK,S,0160431,8708020601
TORPEDO NOBILIANA,ATLANTIC TORPEDO,,0160834,8713030102
VULPECULA MARINA,THRESHER SHARK,S,0159920,8707040401
,OSTEICHTHYES - BONY FISH,,,
(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:
,Subphylum Vertebrata:Class Osteichthyes,Subphylum Vertebrata:Class Osteichthyes,,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
ABLENNES HIANS,FLAT NEEDLEFISH,,0165548,8803020101
ACANTHARCHUS POMOTIS,MUD SUNFISH,,0168095,8835160101
ACANTHOCYBIUM SOLANDRI,WAHOO,,0172451,8850030601
ACANTHOSTRACION QUADRICORNIS,SCRAWLED COWFISH,SA,0173245,8860030104
ACIPENSER,STURGEON,,0161065,87290101
ACIPENSER BREVIROSTRUM,SHORTNOSE STURGEON,,0161069,8729010104
ACIPENSER OXYRHYNCHUS,ATLANTIC STURGEON,,0161070,8729010105
ACROPOMA JAPONICUM,LATERNBELLY,,0641859,883519JAP
ACTINOPTERYGII,RAY-FINNED FISHES,,0161061,8727
ALBULA VULPES,BONEFISH,,0161121,8739010101
ALECTIS CILIARIS,AFRICAN POMPANO,SA,0168602,8835280202
ALECTIS CRINITUS,AFRICAN POMPANO,,0168601,8835280201
ALOSA,,,0161701,87470101
ALOSA AESTIVALIS,BLUEBACK HERRING,,0161703,8747010102
ALOSA MEDIOCRIS,HICKORY SHAD,,0161704,8747010103
ALOSA PSEUDOHARENGUS,ALEWIFE,,0161706,8747010105
ALOSA SAPIDISSIMA,AMERICAN SHAD,,0161702,8747010101
ALUTERUS,FILEFISHES,SA,0173129,88600201
ALUTERUS HEUDELOTI,DOTTEREL FILEFISH,,0173132,8860020102
ALUTERUS SCHOEPFI,ORANGE FILEFISH,,0173131,8860020101
ALUTERUS SCRIPTUS,SCRAWLED FILEFISH,,0173134,8860020104
AMBLOPLITES RUPESTRIS,ROCK BASS,,0168097,8835160201
,114,,,
