Name: “Table 1 of 1 on page 112 of 142”,Name: “Table 1 of 1 on page 112 of 142”,Name: “Table 1 of 1 on page 112 of 142”,Name: “Table 1 of 1 on page 112 of 142”,Name: “Table 1 of 1 on page 112 of 142”
Table: 112,Table: 112,Table: 112,Table: 112,Table: 112
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
NANOCLADIUS BRANCHICOLUS,,,0128851,6489563904
NANOCLADIUS CRASSICORNUS,,,0128852,6489563905
NANOCLADIUS DISTINCTUS,,SA,0128853,6489563906
NANOCLADIUS RECTINERVIS,,SA,0128860,6489563911
NANOCLADIUS SPINIPLENUS,,,0128862,6489563912
NANOPERLA,,S,0102997,62540201
NASIAESCHNA,,,0101653,62250210
NATARSIA,,,0128070,64894101
NECTOPSYCHE,,SA,0116651,64181205
NECTOPSYCHE CANDIDA,,,0116661,6418120504
NECTOPSYCHE EXQUISITA,,,0116659,6418120502
NECTOPSYCHE PAVIDA,,SA,0116660,6418120503
NEMOURIDAE,SPRING STONEFLIES,,0102517,625204
NEOBAETIS,,S,0100904,62160227
NEOCLOEON,,S,0100757,62160212
NEOEPHEMERIDAE,,,0101460,621801
NEOPERLA,,,0102942,62540106
NEOPERLA CLYMENE,,,0102944,6254010602
NEOPHASGANOPHORA,,S,0102977,62540115
NEOPHASGANOPHORA CAPITATA,,S,0102980,6254011501
NEOPHYLAX,,,0116046,64180716
NEOPHYLAX NACRATUS,,,0116051,6418071604
NEOPHYLAX ORNATUS,,,0116052,6418071605
NEURECLIPSIS,,,0117095,64181803
NEURECLIPSIS CREPUSCULARIS,,,0117098,6418180302
NEUROCORDULIA,,,0101934,62260129
NEUROPSYCHE,,S,0116801,64181401
NIGRONIA,,,0115028,64060202
NILOBEZZIA,,,0127720,64892805
NILODORUM,,S,0129507,64896018
NILOTANYPUS,,,0128202,64894211
NILOTHAUMA,,,0129548,64896027
NILOTHAUMA BABIYI,,SA,0129549,6489602701
NIPPOTIPULA,,S,0119038,64830209
NOSOPUS,,S,0116802,64181401
NOTIOPSYCHE,,S,0116803,64181401
NOTONECTA,,,0103558,62720201
NYCTIOPHYLAX,YELLOW POND LILLY,,0117104,64181804
NYCTIOPHYLAX CELTA,,,0117107,6418180403
NYCTIOPHYLAX MOESTUS,,S,0117112,6418180407
NYCTIOPHYLAX VISITUS,,SA,0117110,6418180407
NYMPHULA,,,0117659,64630204
OCCIPERLA,,S,0102998,62540201
OCHTERIDAE,VELVETY SHORE BUGS,,0103787,627208
OCHTERUS,,SA,0103788,62720801
OCTOGOMPHUS,,,0101736,62250408
ODONATA,,,0101593,6223
ODONTOMESA,,,0128446,64895503
ODONTOMYIA,,,0130573,64921405
OECETINA APICALIS,,S,0116615,6418120405
OECETINA FLAVIDA,,S,0116616,6418120405
OECETINA INCERTA,,S,0116617,6418120405
OECETINA INORNATA,,S,0116618,6418120405
OECETINA PARVULA,,S,0116619,6418120405
OECETIS,,,0116607,64181204
OECETIS APICALIS,,S,0116620,6418120405
OECETIS AVARA,,,0116608,6418120401
OECETIS CINERASCENS,,SA,0116609,6418120402
OECETIS FLAVEOLATA,,S,0116621,6418120405
,102,,,
