Name: “Table 1 of 1 on page 138 of 142”,Name: “Table 1 of 1 on page 138 of 142”,Name: “Table 1 of 1 on page 138 of 142”,Name: “Table 1 of 1 on page 138 of 142”,Name: “Table 1 of 1 on page 138 of 142”
Table: 138,Table: 138,Table: 138,Table: 138,Table: 138
,,,,
A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
,MAMMALIA - MAMMALS,,,
(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:
,Subphylum Vertebrata:Class Mammalia),Subphylum Vertebrata:Class Mammalia),,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
CASTOR CANADENSIS,BEAVER,,0180212,9215020101
CERVUS NIPPON,SIKA DEER,,0180696,9227010102
MEPHITIS MEPHITIS,STRIPED SKUNK,,0180562,9220020601
MUS MUSCULUS,HOUSE MOUSE,,0180366,9216020201
MYOCASTOR COYPUS,NUTRIA; SWAMP BEAVER,,0180402,9216070101
ODOCOILEUS VIRGINIANUS,WHITE-TAILED DEER,,0180699,9227010202
ONDATRA ZIBETHICUS,MUSKRAT,,0180318,9216010401
PHOCA VITULINA,HARBOR SEAL,,0180649,9221030107
PROCYON LOTOR,RACCOON,,0180575,9220030101
RATTUS NORVEGICUS,NORWAY RAT; COMMON RAT;,,0180363,9216020102
RATTUS RATTUS,BLACK RAT,,0180362,9216020101
TURSIOPS TRUNCATUS,BOTTLENOSE DOLPHIN,,0180426,9218020401
UROCYON CINEREOARGENTEUS,GRAY FOX,,0180609,9220050401
VULPES VULPES,RED FOX,,0180604,9220050301
,BACTERIA,,,
,(Kingdom Prokaryota; Phylum: Proteobacteria),(Kingdom Prokaryota; Phylum: Proteobacteria),,
These represent taxa with active ambient water monitoring programs only.,These represent taxa with active ambient water monitoring programs only.,These represent taxa with active ambient water monitoring programs only.,These represent taxa with active ambient water monitoring programs only.,These represent taxa with active ambient water monitoring programs only.
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
VIBRIO FISHERI,,,BAY0320,02050401FISH
VIBRIO PARAHEMOLYTICUS,,,BAY0400,02050401PAR
VIBRIO VULNIFICUS,,,BAY0399,02050401VUL
MYCOBACTERIUM,,,0189415,02090401
ENTEROCOCCI,,,BAY0401,02ENTRO
,128,,,
