Name: “Table 1 of 1 on page 113 of 142”,Name: “Table 1 of 1 on page 113 of 142”,Name: “Table 1 of 1 on page 113 of 142”,Name: “Table 1 of 1 on page 113 of 142”,Name: “Table 1 of 1 on page 113 of 142”
Table: 113,Table: 113,Table: 113,Table: 113,Table: 113
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
OECETIS FLAVIDA,,S,0116622,6418120405
OECETIS INCERTA,,S,0116623,6418120405
OECETIS INCONSPICUA,,SA,0116613,6418120405
OECETIS INORNATA,,S,0116624,6418120405
OECETIS MICRANS,,S,0116625,6418120405
OECETIS PARVULA,,S,0116626,6418120405
OECETIS SAGITTA,,S,0116627,6418120405
OLEMIRA,,S,0116804,64181401
OLIGOPLECTRUM AMERCANUM,,S,0116913,6418150103
OLIGOPSYCHE,,S,0116805,64181401
OPHIOGOMPHUS,,,0101738,62250410
OPHIOGOMPHUS MAINENSIS,,,0101739,6225041001
OPLONAESCHNA,,,0101655,62250211
OPTIOSERVUS,,,0114177,63160408
OPTIOSERVUS IMMUNIS,,,0114184,6316040807
OPTIOSERVUS OVALIS,,,0114185,6316040808
OPTIOSERVUS TRIVITTATUS,,SA,0114186,6316040809
ORTHOCLADIINAE,,,0128457,648956
ORTHOCLADIUS,,SA,0128874,64895642
ORTHOCLADIUS DISTINCTUS,,S,0128854,6489563906
ORTHOCLADIUS OBUMBRATUS,,SA,0128923,6489564231
ORTHOCLADIUS PARADORENUS,,S,0128925,6489564231
ORTHOTRICHIA,,,0115828,64180510
OULIMNIUS,,,0114244,63160424
OULIMNIUS LATIUSCULUS,,,0114245,6316042401
PAGASTIA,,,0128401,64895103
PAGASTIELLA,,,0129561,64896030
PALMACORIXA,,,0103491,62720110
PALPOMYIA,,,0127859,64893004
PALPOMYIA TIBIALIS,,SA,0127905,6489300429
PANTALA,,,0101800,62260102
PANTALA HYMENAEA,,,0101802,6226010202
PARACAPNIA,,,0102804,62520602
PARACAPNIA ANGULATA,,,0102805,6252060201
PARACHAETOCLADIUS,,,0128951,64895643
PARACHIRONOMUS,,,0129564,64896031
PARACHIRONOMUS ABORTIVUS,,SA,0129565,6489603101
PARACHIRONOMUS DIRECTUS,,,0129573,6489603105
PARACHIRONOMUS FREQUENS,,SA,0129579,6489603108
PARACHIRONOMUS MONOCHROMUS,,,0129581,6489603109
PARACLADOPELMA,,,0129597,64896032
PARACLADOPELMA NEREIS,,SA,0129608,6489603206
PARACRICOTOPUS,,SA,0128962,64895645
PARACYMUS,,,0112909,63090309
PARADIXA,,S,0181205,64890101
PARAGNETINA,,SA,0102962,62540113
PARAGNETINA IMMARGINATA,,,0102966,6254011302
PARAGNETINA MEDIA,,,0102968,6254011304
PARAKIEFFERIELLA,,,0128968,64895646
PARALAUTERBORNIELLA,,,0129616,64896033
PARALEPTOPHLEBIA,,,0101187,62170113
PARALEPTOPHLEBIA ADOPTIVA,,,0101203,6217011312
PARALEPTOPHLEBIA PRAEPEDITA,,,0101221,6217011328
PARAMERINA,,,0128207,64894212
PARAMETRIOCNEMUS,,,0128978,64895648
PARAMETRIOCNEMUS LUNDBECKI,,SA,0128982,6489564803
PARAPONYX,,,0117642,64630202
PARARGYRACTIS,,S,0117683,64630210
PARATANYTARSUS,,,0129935,64896208
,103,,,
