Name: “Table 1 of 1 on page 53 of 142”,Name: “Table 1 of 1 on page 53 of 142”,Name: “Table 1 of 1 on page 53 of 142”,Name: “Table 1 of 1 on page 53 of 142”,Name: “Table 1 of 1 on page 53 of 142”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,
A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
,CRYPTOPHYCOPHYTA - CRYPTOMONADS,CRYPTOPHYCOPHYTA - CRYPTOMONADS,,
(Kingdom Protista:Section Protophyta [algal protists]:Division (Phylum) Cryptophycophyta),(Kingdom Protista:Section Protophyta [algal protists]:Division (Phylum) Cryptophycophyta),(Kingdom Protista:Section Protophyta [algal protists]:Division (Phylum) Cryptophycophyta),(Kingdom Protista:Section Protophyta [algal protists]:Division (Phylum) Cryptophycophyta),(Kingdom Protista:Section Protophyta [algal protists]:Division (Phylum) Cryptophycophyta)
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
CHILOMONAS,,,0010610,14020301
CHILOMONAS MARINA,,,0010612,1402030102
CHILOMONAS PARAMECIUM,,,0010611,1402030101
CHROOMONAS,,,0010613,14020302
CHROOMONAS AMPHIOXEIA,,,0010620,1402030207
CHROOMONAS CAROLINIANA,,,0010616,1402030203
CHROOMONAS MINUTA,,,0010621,1402030208
CHROOMONAS PULEX,,,0010633,1402030221
CHROOMONAS SALINA,,,0010614,1402030201
CHROOMONAS VECTENSIS,,,0010615,1402030202
CRYPTOMONADACEAE,,,0010609,140203
CRYPTOMONADALES,,,0010599,1402
CRYPTOMONAS,,,0010635,14020303
CRYPTOMONAS ACUTA,,,0010640,1402030305
CRYPTOMONAS BALTICA,,,0010651,1402030314
CRYPTOMONAS BREVIS,,,0010652,1402030315
CRYPTOMONAS CAUDATA,,,0010653,1402030316
CRYPTOMONAS COMPRESSA,,,0010654,1402030317
CRYPTOMONAS CURVATA,,,0010655,1402030318
CRYPTOMONAS EROSA,,,0010641,1402030306
CRYPTOMONAS EROSA REFLEXA,,,0010643,140203030602
CRYPTOMONAS MARSSONII,,,0010648,1402030311
CRYPTOMONAS OVALIS,,,BAY0084,14020303OVAL
CRYPTOMONAS OVATA,,,0010646,1402030309
CRYPTOMONAS PHASEOLUS,,,0010656,1402030319
CRYPTOMONAS PSEUDOBALTICA,,,0010637,1402030302
CRYPTOMONAS PUSILLA,,,0010657,1402030320
CRYPTOMONAS PYRENOIDIFERA,,,0010658,1402030321
CRYPTOMONAS REFLEXA,,,0010659,1402030322
CRYPTOMONAS ROSTRATA,,,BAY0350,14020303ROS
CRYPTOMONAS ROSTRATIFORMIS,,,0010660,1402030323
CRYPTOMONAS ROSTRELLA,,,0010650,1402030313
CRYPTOMONAS STIGMATICA,,,0010636,1402030301
CRYPTOMONAS TENUIS,,,0010661,1402030324
CRYPTOMONAS TETRAPYRENOIDIFERA,,,0010662,1402030325
CRYPTOPHYCEAE,CRYPTOPHORA,,0010598,1401
CRYPTOPHYCOPHYTA,,,0010597,14
HEMISELMIS,,,0010604,14020201
HEMISELMIS VIRESCENS,,,0010606,1402020102
RHODOMONAS,,,0010663,14020304
RHODOMONAS MINUTA,,,0010665,1402030402
SENNIA PARVULA,,,0010683,1402050101
,PHAEOPHYCOPHYTA - BROWN ALGAE,PHAEOPHYCOPHYTA - BROWN ALGAE,,
,(Kingdom Plantae:Division Phaeophycophyta),(Kingdom Plantae:Division Phaeophycophyta),,
LATIN NAME,COMMON NAME,SYN,TSN,NODC
,,,,CODE
ASCOPHYLLUM NODOSUM,KNOBBED WRACK; KNOTTED,,0011331,1510010101
,WRACK,,,
ECTOCARPUS,BROWN FUZZ SEAWEEDS,,0010696,15020103
ECTOCARPUS CONFERVOIDES,,,0010706,1502010306
ECTOCARPUS TOMENTOSUS,,,0010726,1502010315
PHAEOPHYCOPHYTA,BROWN ALGAE,,0010685,15
PYLAIELLA LITTORALIS,,,0010777,1502010601
STRIARIA ATTENUATA,,,0011028,1503010301
,43,,,
