Name: “Table 1 of 1 on page 117 of 142”,Name: “Table 1 of 1 on page 117 of 142”,Name: “Table 1 of 1 on page 117 of 142”,Name: “Table 1 of 1 on page 117 of 142”,Name: “Table 1 of 1 on page 117 of 142”
Table: 117,Table: 117,Table: 117,Table: 117,Table: 117
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
SIMULIUM NIGROPARVUM,,S,0126833,6489190138
SIMULIUM NOTIALE,,,0126850,6489190151
SIMULIUM PERISSUM,,S,0126885,6489190173
SIMULIUM TRIBULATUM,,S,0126908,6489190180
SIMULIUM TUBEROSUM,,SA,0126883,6489190173
SIMULIUM TURMALE,,S,0126886,6489190173
SIMULIUM TWINNI,,S,0126887,6489190173
SIMULIUM VANDALICUM,,S,0126888,6489190173
SIMULIUM VENUSTOIDES,,S,0126909,6489190180
SIMULIUM VENUSTUM,,SA,0126892,6489190176
SIMULIUM VITTATUM,,SA,0126903,6489190180
SINDOLUS,,S,0113153,63090324
SIPHLONURUS,,,0100953,62160302
SMITTIA,,,0129110,64895663
SMITTIA PORIFERA,,,0129149,6489566331
SOYEDINA VALLICULARIA,,,0102557,6252041001
SPANIOTOMA DEVONICA,,S,0128696,6489562304
SPANIOTOMA NIVORIUNDA,,S,0128393,6489510224
SPERCHOPSIS,,,0112931,63090310
SPHAERIIDAE,MINUTE BOG BEETLES,,0112737,630601
SPHAEROMIAS,,,0127761,64892807
SPHINCTOGASTER,,S,0116909,64181501
SPHINCTOGASTER NIGROSOMA,,S,0116917,6418150105
STACTOBIELLA PICTIPES,,S,0115632,6418050101
STEMPELLINA,,,0129962,64896210
STEMPELLINA BAUSEI,,,0129968,6489621005
STENACRON,,,0100713,62160119
STENACRON AFFINE,,S,0100715,6216011901
STENACRON CONJUNCTUM,,S,0100716,6216011901
STENACRON FLAVEOLA,,S,0100717,6216011901
STENACRON INTERPUNCTATUM,,SA,0100714,6216011901
STENELMIS,,,0114095,63160401
STENELMIS BICARINATA,,,0114100,6316040103
STENELMIS CONCINNA,,,0114101,6316040104
STENELMIS CRENATA,,SA,0114102,6316040105
STENELMIS DECORATA,,,0114104,6316040106
STENELMIS LATERALIS,,,0114107,6316040109
STENELMIS MARKELI,,,0114108,6316040110
STENELMIS MERA,,,0114109,6316040111
STENELMIS MIRABILIS,,,0114110,6316040112
STENELMIS MUSGRAVEI,,,0114111,6316040113
STENELMIS PUSILLUS,,S,0114148,6316040501
STENELMIS SANDERSONI,,,0114112,6316040114
STENELMIS SINUATA,,,0114114,6316040116
STENELMIS VITTIPENNIS,,,0114115,6316040117
STENOCHIRONOMUS,,,0129746,64896041
STENOCOLUS,,,0114268,63160702
STENONEMA,,,0100507,62160106
STENONEMA ALABAMAE,,S,0100515,6216010607
STENONEMA BELLUM,,S,0100522,6216010610
STENONEMA CONJUNCTUM,,S,0100718,6216011901
STENONEMA EXIGUUM,,SA,0100514,6216010607
STENONEMA FEMORATUM,,,0100516,6216010608
STENONEMA INTEGRUM,,SA,0100521,6216010610
STENONEMA INTERPUNCTATUM,,S,0100719,6216011901
STENONEMA ITHACA,,,0100527,6216010611
STENONEMA MEDIOPUNCTATUM,,,0100530,6216010614
STENONEMA METRIOTES,,S,0100523,6216010610
STENONEMA MODESTUM,,SA,0100532,6216010616
,107,,,
