Name: “Table 1 of 1 on page 79 of 142”,Name: “Table 1 of 1 on page 79 of 142”,Name: “Table 1 of 1 on page 79 of 142”,Name: “Table 1 of 1 on page 79 of 142”,Name: “Table 1 of 1 on page 79 of 142”
Table: 79,Table: 79,Table: 79,Table: 79,Table: 79
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
ACTEOCINA CANALICULATA,CHANNELED BARREL-BUBBLE SNAIL,SA,0076117,5110040103
ACTEON PUNCTOSTRIATUS,A PITTED BABY BUBBLE SNAIL,S,0076084,5110010403
AMNICOLA,,,0070747,51031701
AMNICOLA LIMOSA,MUD AMNICOLA,,0070748,5103170101
ANACHIS,,,0073616,51050303
ANACHIS AVARA,GREEDY DOVESNAIL,SA,0073617,5105030301
ANACHIS CANCELLATA,FAT DOVESNAIL,S,0073626,5105030303
ANACHIS CLETA,GREEDY DOVESNAIL,S,0073618,5105030301
ANACHIS HERMOSA,FAT DOVESNAIL,S,0073625,5105030303
ANACHIS LAFRESNAYI,WELL-RIBBED DOVESNAIL,,0073631,5105030306
ANACHIS OBESA,FAT DOVESNAIL,SA,0073622,5105030303
ANACHIS ORNATUS,FAT DOVESNAIL,S,0073624,5105030303
ANACHIS SERTULARIUM,FAT DOVESNAIL,S,0073623,5105030303
ANACHIS TRANSLIRATA,,,0073621,5105030302
ANCULOSA,,SA,0071545,51034002
ANCULOSA CARINATA,,,0071548,5103400202
ANCYLIDAE,,,0076568,511411
ASSIMINEA AUBERIANA,ATLANTIC ASSEMINEA,,0071061,5103210104
ASSIMINEA CONCOLOR,ATLANTIC ASSIMINEA,S,0071060,5103210103
ASSIMINEA MODESTA,ATLANTIC ASSIMINEA,S,0071058,5103210103
ASSIMINEA SUCCINEA,ATLANTIC ASSIMINEA,SA,0071057,5103210103
ASTYRIS,,S,0073543,51050302
ASTYRIS,,S,0205062,51050311
BALCIS INTERMEDIA,,S,0072453,5103530105
BITHYNIA,,,0070793,51031703
BITHYNIA TENTACULATA,MUD BITHYNIA,,0070794,5103170301
BITTIUM,,,0071976,51034601
BITTIUM ALTERNATUM,,,0071989,5103460105
BITTIUM VARIUM,GRASS CERITH,,0072020,5103460130
BOONEA BISUTURALIS,TWO-GROOVE ODOSTOME,SA,0075987,5108011401
BOONEA IMPRESSA,IMPRESSED ODOSTOME,SA,0075989,5108011402
BOONEA SEMINUDA,,,0075991,5108011403
BOREOTROPHON,,,0073330,51050109
BUSYCON,CONCHS,,0074070,51050701
BUSYCON CANALICULATUM,CHANNELED WHELK,,0074097,5105070201
BUSYCON CARICA,KNOBBED WHELK,,0074071,5105070101
CAECUM,,,0071379,51033603
CAECUM REGULARE,,,0071381,5103360301
CALYPTRAEIDAE,,,0072611,510364
CAMPELOMA DECISUM,,,0070312,5103060201
CAVOLINIA,,,0076356,51130201
CERITHIIDAE,,,0071975,510346
CERITHIOPSIS GREENI,,,0072032,5103460207
CHEMNITZIA,,S,0075677,51080102
CIPANGOPALUDINA CHINENSIS,ASIAN MYSTERY SNAIL,,0070329,5103060301
CLIONE ELEGANTISSIMA,DUSKY SEA SLUG,S,0078090,5125060101
CLIONE KINCAIDI,DUSKY SEA SLUG,S,0078091,5125060101
CLIONE LIMACINA,DUSKY SEA SLUG,SA,0078089,5125060101
CLIONE PAPILLONACEA,DUSKY SEA SLUG,S,0078092,5125060101
COLUMBELLA,,,0073708,51050308
COLUMBELLIDAE,,,0073532,510503
COLUS,,,0073892,51050503
CORAMBELLA OBSCURA,OBSCURE CORAMBE,S,0078440,5131070201
CORYPHELLA,,SA,0078645,51410401
CRASSISPIRA OSTREARUM,,,0074901,5106021456
CRATENA PILATA,STRIPED NUDIBRANCH,,0078713,5142020101
CREPIDULA,,,0072619,51036402
CREPIDULA ACUTA,,,0072626,5103640206
CREPIDULA CONVEXA,CONVEX SLIPPERSNAIL,SA,0072624,5103640205
,69,,,
