Name: “Table 1 of 1 on page 125 of 142”,Name: “Table 1 of 1 on page 125 of 142”,Name: “Table 1 of 1 on page 125 of 142”,Name: “Table 1 of 1 on page 125 of 142”,Name: “Table 1 of 1 on page 125 of 142”
Table: 125,Table: 125,Table: 125,Table: 125,Table: 125
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
AMEIURUS CATUS,WHITE CATFISH,SA,0164037,8777020602
AMEIURUS MELAS,BLACK BULLHEAD,SA,0164039,8777020603
AMEIURUS NATALIS,YELLOW BULLHEAD,SA,0164041,8777020604
AMEIURUS NEBULOSUS,BROWN BULLHEAD,SA,0164043,8777020605
AMIA CALVA,BOWFIN,,0161104,8734010101
AMMODYTES,SAND LANCES,,0171671,88450101
AMMODYTES AMERICANUS,AMERICAN SAND LANCE,,0171673,8845010102
AMMODYTES DUBIUS,NORTHERN SAND LANCE,,0171674,8845010103
AMMODYTES HEXAPTERUS,PACIFIC SAND LANCE,,0171672,8845010101
ANARHICHAS LUPUS,ATLANTIC WOLFFISH,,0171341,8842020103
ANCHOA,ANCHOVIES,,0161837,87470202
ANCHOA HEPSETUS,STRIPED ANCHOVY,,0161838,8747020201
ANCHOA MITCHELLI,BAY ANCHOVY,,0161839,8747020202
ANCYLOPSETTA OMMATA,OCELLATED FLOUNDER,SA,0616601,8857030506
ANCYLOPSETTA QUADROCELLATA,OCELLATED FLOUNDER,S,0172757,8857030506
ANGUILLA ROSTRATA,AMERICAN EEL,,0161127,8741010101
ANGUILLIDAE,FRESHWATER EELS,,0161125,874101
ANTHIAS,,,0167769,88350207
ANTHIAS ASPERILINGUIS,,,0167770,8835020701
ANTHIAS BOOPS,GLASSEYE SNAPPER,S,0168180,8835170102
ANTHIINAE,SEA BASSES,S,0167675,883502
ANTIGONIA CAPROS,DEEPBODY BOARFISH,,0166311,8811060101
APELTES,FOURSPINE STICKLEBACK,,0166396,88180103
APELTES QUADRACUS,FOURSPINE STICKLEBACK,,0166397,8818010301
APHREDODERUS SAYANUS,PIRATE PERCH,,0164405,8781010101
APOMOTIS CHAETODON,BLACKBANDED SUNFISH,S,0168109,8835160401
APOMOTIS CYANELLUS,GREEN SUNFISH,S,0168133,8835160502
APOMOTIS OBESUS,LITTLE SUNFISH,S,0168118,8835160403
ARCHOSARGUS PROBATOCEPHALUS,SHEEPSHEAD,,0169189,8835430301
ARGYROPELECUS ACULEATUS,ATLANTIC SILVER HATCHETFISH,SA,0162215,8759020102
ARIOMMA BONDI,SILVER-RAG,,0172537,8851020101
ASTROSCOPUS GUTTATUS,NORTHERN STARGAZER,,0171055,8840140101
ATHERESTHES STOMIAS,ARROWTOOTH FLOUNDER,,0172862,8857040102
ATHERINA MORDAX,RAINBOW SMELT,S,0162042,8755030302
ATHERINIDAE,SILVERSIDES,,0165984,880502
AUXIS TAPEINOSOMA,FRIGATE MACKEREL,S,0172457,8850030702
AUXIS THAZARD,FRIGATE MACKEREL,SA,0172456,8850030702
BAGRE MARINUS,GAFFTOPSAIL CATFISH,,0164159,8777180101
BAIRDIELLA CHRYSOURA,SILVER PERCH,,0169259,8835440301
BALISTES,TRIGGERFISHES,,0173137,88600202
BALISTES CAPRISCUS,GRAY TRIGGERFISH,,0173138,8860020201
BALISTIDAE,TRIGGERFISHES,,0173128,886002
BATRACHOIDIDAE,TOADFISHES,,0164412,878301
BELLATOR EGRETTA,STREAMER SEAROBIN,,0166999,8826020202
BELLATOR MILITARIS,HORNED SEAROBIN,,0167000,8826020203
BELONIDAE,NEEDLEFISHES,,0165546,880302
BERYCIDAE,ALFONSINOS,,0166153,881005
BLENNIIDAE,BLENNIES,,0171124,884201
BOTHIDAE,LEFTEYED FLOUNDERS,,0172714,885703
BOTHUS OCELLATUS,EYED FLOUNDER,,0172761,8857030603
BOTHUS ROBINSI,TWOSPOT FLOUNDER,,0172762,8857030604
BRAMA BRAMA,ATLANTIC POMFRET,,0170290,8835710102
BRAMIDAE,POMFRETS,,0170287,883571
BREGMACEROS,BREGMACEROTID CODFISHES,,0164695,87910201
BREVOORTIA,,,0161731,87470104
BREVOORTIA TYRANNUS,ATLANTIC MENHADEN,,0161732,8747010401
BROSME BROSME,CUSK,,0164740,8791031101
BRYTTUS CHAETODON,BLACKBANDED SUNFISH,S,0168110,8835160401
BRYTTUS FASCIATUS,LITTLE SUNFISH,S,0168119,8835160403
,115,,,
