Name: “Table 1 of 1 on page 81 of 142”,Name: “Table 1 of 1 on page 81 of 142”,Name: “Table 1 of 1 on page 81 of 142”,Name: “Table 1 of 1 on page 81 of 142”,Name: “Table 1 of 1 on page 81 of 142”
Table: 81,Table: 81,Table: 81,Table: 81,Table: 81
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
LITTORINA LITTOREA,COMMON PERIWINKLE;,,0070419,5103100108
LITTORINA LUNATA,MARSH PERIWINKLE,S,0070418,5103100107
LITTORINA SAYI,MARSH PERIWINKLE,S,0070415,5103100107
LITTORINA SULCATA,MARSH PERIWINKLE,S,0070416,5103100107
LITTORIVAGA,,S,0070396,51031001
LUNATIA HEROS,MOON SNAIL,S,0072924,5103760410
LYMNAEA,,,0076484,51141001
LYMNAEIDAE,,,0076483,511410
LYOGYRUS,,,0070545,51031307
MANGELIA CERINA,,,0074567,5106020308
MANGELIA PLICOSA,SPINDLE-SHAPED TURRET SNAIL,,0074568,5106020309
MARGINELLA,,,0074384,51051502
MARGINELLA APICINA,,,0074399,5105150214
MARGINELLA ROSCIDA,SEABOARD MARGINELLA,SA,0074408,5105150222
MELAMPUS BIDENTATUS,EASTERN MELAMPUS,SA,0076457,5114040201
MELAMPUS LINEATUS,EASTERN MELAMPUS,S,0076458,5114040201
MELANELLA,,,0072440,51035301
MELANELLA INTERMEDIA,,SA,0072452,5103530105
MENETUS,,,0076626,51141206
MIESEA EVELINAE,NUDIBRANCH,,0078556,5134090301
MITRELLA,,SA,0073542,51050302
MITRELLA DUCLOSIANA,LUNAR DOVESNAIL,S,0073553,5105030207
MITRELLA GOULDIANA,LUNAR DOVESNAIL,S,0073557,5105030207
MITRELLA LUNATA,LUNAR DOVESNAIL,SA,0073552,5105030207
MITRELLA SPIRANTHA,LUNAR DOVESNAIL,S,0073556,5105030207
MITRELLA WHEATLEYI,LUNAR DOVESNAIL,S,0073554,5105030207
MITRELLA ZONALIS,LUNAR DOVESNAIL,S,0073555,5105030207
NASSARIUS,,,0074103,51050801
NASSARIUS OBSOLETUS,ERODED BASKET SHELL,SA,0074111,5105080104
NASSARIUS TRIVITTATUS,NEW ENGLAND NASSA,SA,0074109,5105080103
NASSARIUS VIBEX,BRUISED NASSA,SA,0074107,5105080102
NATICA PUSILLA,,,0072888,5103760204
NATICIDAE,,,0072878,510376
NEOPLANORBIS,,,0076649,51141213
NEVERITA DUPLICATA,,,0072961,5103760704
NITOCRIS,,S,0071546,51034002
NUDIBRANCHIA,NUDIBRANCHS,,0078156,5127
ODOSTOMIA,ECTOPARASITIC SNAIL,SA,0075447,51080101
ODOSTOMIA BISUTURALIS,TWO-GROOVE ODOSTOME,S,0075988,5108011401
ODOSTOMIA ENGONIA,,,0075504,5108010136
ODOSTOMIA IMPRESSA,IMPRESSED ODOSTOME,S,0075990,5108011402
ODOSTOMIA TRIFIDA,,,0075497,5108010130
OLIVELLA MUTICA,VARIABLE DWARF OLIVE,,0074253,5105100122
ONCHIDORIS ASPERSA,,,0078377,5131050405
PALUDESTRINA TENUIPES,HENSCOMB HYDROBE,S,0070529,5103130501
PHYSA,,,0076677,51141301
PHYSA GYRINA,POUCH SNAIL,,0076678,5114130101
PHYSELLA,,,0076698,51141303
PHYSELLA ACUTA,EUROPEAN PHYSA,,0076699,5114130301
PHYSIDAE,,,0076676,511413
PHYTIA MYOSOTIS,,,0076455,5114040101
PISANIA TINCTA,,,0073844,5105040801
PLACIDA DENDRITICA,SEA SLUG,,0077994,5123060401
PLANORBELLA,,,0076654,51141214
PLANORBIDAE,,,0076591,511412
PLANORBULA,,,0076629,51141207
PLEUROBRANCHAEA TARDA,,,0078130,5126020301
PLEUROCERA,,,0071549,51034003
PLEUROCERIDAE,,,0071541,510340
,71,,,
