Name: “Table 1 of 1 on page 72 of 142”,Name: “Table 1 of 1 on page 72 of 142”,Name: “Table 1 of 1 on page 72 of 142”,Name: “Table 1 of 1 on page 72 of 142”,Name: “Table 1 of 1 on page 72 of 142”
Table: 72,Table: 72,Table: 72,Table: 72,Table: 72
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
ONUPHIDAE,,,0066157,500129
ONUPHIS EREMITA,,,0066164,5001290107
OPHELIA,,,0067353,50015803
OPHELIA BICORNIS,,,0067356,5001580303
OPHELIA DENTICULATA,,,0067358,5001580306
OPHELIIDAE,,,0067342,500158
OPHELINA AULOGASTER,,SA,0067383,5001580603
OPHELINA CYLINDRICAUDATA,,SA,0067387,5001580605
OPHIOGLYCERA,,,0066149,50012804
ORBINIA,,,0066618,50014005
ORBINIA ORNATA,,,0066621,5001400503
ORBINIA RISERI,,,0066622,5001400504
ORBINIIDAE,,,0066570,500140
OWENIA,,,0067645,50016401
OWENIA FUSIFORMIS,,,0067647,5001640102
OWENIIDAE,,,0067644,500164
OXYDROMUS VITTATA,,S,0065471,5001210103
PALEANOTUS HETEROSETA,,,0065152,5001080103
PARADONEIS,,,0066742,50014112
PARADONEIS LYRA,,,0066743,5001411201
PARAHESIONE LUTEOLA,,,0065493,5001210701
PARANAITIS ARENAE,,S,0065368,5001131410
PARANAITIS POLYNOIDES,,,0065324,5001130803
PARANAITIS SPECIOSA,,,0065321,5001130801
PARAONIDAE,,,0066659,500141
PARAONIS FULGENS,,,0066697,5001410302
PARAONIS GRACILIS,,S,0066730,5001410801
PARAONIS PYGOENIGMATICA,,SA,0066699,5001410305
PARAPIONOSYLLIS LONGICIRRATA,,SA,0065824,5001231701
PARAPRIONOSPIO,,,0066936,50014317
PARAPRIONOSPIO PINNATA,FRINGE-GRILLED MUD WORM,,0066937,5001431701
PARMENSIS,,S,0064504,50010208
PAROUGIA CAECA,,,0066553,5001361401
PECTINARIA,,,0067706,50016603
PECTINARIA GOULDI,TRUMPET WORM,SA,0067709,5001660302
PERINEREIS,,,0065982,50012414
PETALOPROCTUS TERRICOLUS,,,0067559,5001630704
PHERUSA,,,0067241,50015403
PHERUSA AFFINIS,,,0067247,5001540304
PHERUSA EHLERSI,,,0067248,5001540305
PHERUSA ERUCA,,SA,0067252,5001540309
PHERUSA PLUMOSA,,SA,0067244,5001540302
PHOLOE MINUTA,,SA,0065074,5001060101
PHOLOE SYNOPHTHALMICA,,S,0065075,5001060101
PHYLLODOCE,,,0065359,50011314
PHYLLODOCE ARENAE,,SA,0065366,5001131410
PHYLLODOCE CASTANEA,,S,0065319,5001130701
PHYLLODOCE FRAGILIS,,S,0065337,5001131001
PHYLLODOCE GROENLANDICA,,S,0065233,5001130102
PHYLLODOCE MUCOSA,,S,0065239,5001130104
PHYLLODOCIDAE,,,0065228,500113
PILARGIDAE,,,0065540,500122
PIONOSYLLIS,,,0065616,50012302
PIROMIS ERUCA,,,0067267,5001540501
PIROMIS ROBERTI,,,0067272,5001540504
PISIONE REMOTA,,,0065143,5001070101
PISTA,,,0067940,50016807
PISTA CRISTATA,,,0067941,5001680701
PISTA MACULATA,,,0067945,5001680705
,62,,,
