Name: “Table 1 of 1 on page 26 of 142”,Name: “Table 1 of 1 on page 26 of 142”,Name: “Table 1 of 1 on page 26 of 142”,Name: “Table 1 of 1 on page 26 of 142”,Name: “Table 1 of 1 on page 26 of 142”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
NAVICULA HENNEDYI,,,0003730,0703050147
NAVICULA HEUFLERI LEPTOCEPHALA,,,0004061,070305276502
NAVICULA HUMEROSA,,,0003704,0703050129
NAVICULA HUNGARICA,,S,0003724,070305014102
NAVICULA HUSTEDTII,,,0003867,0703052646
NAVICULA INCOMPOSITA,,,0004097,0703052799
NAVICULA INSERATA,,,0591330,07030501INSE
NAVICULA INTEGRA,,SA,0003874,0703052649
NAVICULA INTERRUPTA,,,BAY0164,070305INTERR
NAVICULA INTRACTA,,S,0003876,070305INSER
NAVICULA IRRORATA,,,0003706,0703050131
NAVICULA LAEVISSIMA,,,0004063,0703052767
NAVICULA LANCEOLATA,,,0003766,0703050167
NAVICULA LANCEOLATA PHYLLEPTA,,S,0003745,0703050154
NAVICULA LATA,,,BAY0166,070305LATA
NAVICULA LATENS,,SA,0003881,0703052655
NAVICULA LITTORALIS,,S,0004342,0703050611
NAVICULA LUNDSTROEMII,,S,0004064,0703052768
NAVICULA LUZONENSIS,,,0003886,0703052659
NAVICULA LYRA,,,0003707,0703050132
NAVICULA MACULATA,,,0003710,0703050133
NAVICULA MEMBRANACEA,,,0003677,0703050116
NAVICULA MENISCULUS,,SA,0003749,0703050158
NAVICULA MENISCULUS UPSALIENSIS,,S,0003751,0703050158
NAVICULA MINIMA,,,0003889,0703052662
NAVICULA MOLLIS,,,0004098,0703052801
NAVICULA MURALIS,,,0003726,0703050142
NAVICULA MUTICA,,,0003900,0703052669
NAVICULA MUTICA COHNII,,,0003902,070305266902
NAVICULA MUTICA NIVALIS,,,0003903,070305266903
NAVICULA NEOVENTRICOSA,,,0003905,070305266904
NAVICULA NORTHUMBRICA,,,0202437,0703052819
NAVICULA NOTABLIS,,S,0591003,070305NOTABL
NAVICULA NOTHA,,,0003908,0703052672
NAVICULA NYELLA,,,0004099,0703052802
NAVICULA OCCULTA,,,0004100,0703052803
NAVICULA OCULIFORMIS,,,0004101,0703052804
NAVICULA OPIMA,,,BAY0168,070305OPIMA
NAVICULA PALPEBRALIS,,,0003729,0703050146
NAVICULA PAVILLARDI,,,0003775,0703050174
NAVICULA PEREGRINA,,,0003752,0703050159
NAVICULA PEREGRINA MENISCULUS,,S,0003750,0703050158
NAVICULA PHYLLEPTA,,SA,0003744,0703050154
NAVICULA PINNULARIA,,S,0004431,0703050901
NAVICULA PLACENTA,,,0003925,0703052685
NAVICULA PRAETEXTA,,,0003803,0703052406
NAVICULA PUPULA,,,0003942,0703052695
NAVICULA PUPULA MUTATA,,,0003946,070305269504
NAVICULA PUSILLA,,,0004102,0703052805
NAVICULA PYGMAEA,,,0003949,0703052701
NAVICULA QUADRATAREA,,S,0004430,0703050901
NAVICULA RADIOSA,,,0003952,0703052702
NAVICULA RETUSA CANCELLATA,,SA,BAY0169,0703050127
NAVICULA RHOMBICA,,,0591353,070305RHOM
NAVICULA RHYNCHOCEPHALA,,,0003678,0703050117
NAVICULA RHYNCHOCEPHALA AMPHICEROS,,SA,0003680,070305011702
NAVICULA RHYNCHOCEPHALA GERMAINII,,,0003683,070305011703
NAVICULA ROSTELLATA,,,0003800,0703052403
NAVICULA SALINARUM,,,0003712,0703050135
,16,,,
