Name: “Table 1 of 1 on page 131 of 142”,Name: “Table 1 of 1 on page 131 of 142”,Name: “Table 1 of 1 on page 131 of 142”,Name: “Table 1 of 1 on page 131 of 142”,Name: “Table 1 of 1 on page 131 of 142”
Table: 131,Table: 131,Table: 131,Table: 131,Table: 131
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
MARGARISCUS MARGARITA,PEARL DACE,SA,0163873,8776018101
MEGALOPS ATLANTICUS,TARPON,SA,0161116,8738020201
MELANOGRAMMUS AEGLEFINUS,HADDOCK,,0164744,8791031301
MELANURA ANNULATA,EASTERN MUDMINNOW,S,0162151,8758020101
MEMBRAS,SMOOTHSCALED SILVERSIDES,,0165988,88050202
MEMBRAS MARTINICA,ROUGH SILVERSIDE,,0165989,8805020201
MENIDIA,SILVERSIDES,,0165992,88050203
MENIDIA BERYLLINA,TIDEWATER SILVERSIDE,,0165993,8805020301
MENIDIA MENIDIA,ATLANTIC SILVERSIDE,,0165994,8805020302
MENTICIRRHUS,WEAKFISHES,,0169273,88354406
MENTICIRRHUS AMERICANUS,SOUTHERN KINGFISH,,0169274,8835440601
MENTICIRRHUS LITTORALIS,GULF KINGFISH,,0169275,8835440602
MENTICIRRHUS SAXATILIS,NORTHERN KINGFISH,,0169276,8835440603
MERLUCCIUS ALBIDUS,"OFFSHORE WHITING, OFFSHORE HAKE",SA,0164793,8791040103
MERLUCCIUS BILINEARIS,SILVER HAKE,,0164791,8791040101
MESOGONISTUS CHAETODON,BLACKBANDED SUNFISH,S,0168111,8835160401
MICROGADUS PROXIMUS,PACIFIC TOMCOD,,0164719,8791030601
MICROGADUS TOMCOD,ATLANTIC TOMCOD,,0164720,8791030602
MICROGOBIUS GULOSUS,CLOWN GOBY,,0171808,8847010701
MICROGOBIUS THALASSINUS,GREEN GOBY,,0171809,8847010702
MICROPOGON UNDULATUS,ATLANTIC CROAKER,S,0169284,8835440701
MICROPOGONIAS UNDULATUS,ATLANTIC CROAKER,SA,0169283,8835440701
MICROPTERUS DOLOMIEUI,SMALLMOUTH BASS,,0168159,8835160601
MICROPTERUS PUNCTULATUS,SPOTTED BASS,,0168161,8835160603
MICROPTERUS SALMOIDES,LARGEMOUTH BASS,,0168160,8835160602
MOLA MOLA,OCEAN SUNFISH,,0173414,8861040101
MONACANTHUS HISPIDUS,PLANEHEAD FILEFISH,SA,0173182,8860020703
MONACANTHUS SETIFER,PYGMY FILEFISH,S,0173184,8860020704
MONRONE SAXATILIS-MONRONE CHRYOPS,,,BAY0305,8835702HYBRE
HYBRED,,,,
MORIDAE,DEEP SEA CODFISH,,0164670,879101
MORONE,,SA,0167676,88357502
MORONE AMERICANA,WHITE PERCH,SA,0167678,8835750201
MORONE CHRYSOPS,WHITE BASS,,0167682,8835750204
MORONE MISSISSIPPIENSIS,YELLOW BASS,,0167683,8835750205
MORONE SAXATILIS,STRIPED BASS,,0167680,8835750202
MOXOSTOMA AUREOLUM,NORTHERN REDHORSE,,0641832,87760404AURE
MOXOSTOMA CARINATUM,RIVER REDHORSE,,0163936,8776040407
MOXOSTOMA DUQUESNEI,BLACK REDHORSE,,0163938,8776040409
MOXOSTOMA ERYTHRURUM,GOLDEN REDHORSE,,0163939,8776040410
MOXOSTOMA MACROLEPIDOTUM,SHORTHEAD REDHORSE,SA,0163928,8776040401
MUGIL,MULLET,,0170334,88360101
MUGIL CEPHALUS,STRIPED MULLET,,0170335,8836010101
MUGIL CUREMA,WHITE MULLET,,0170336,8836010102
MUGILIDAE,MULLETS,,0170333,883601
MULLUS AURATUS,RED GOATFISH,,0169417,8835450201
MYCTEROPERCA,,,0167758,88350205
MYCTEROPERCA MICROLEPIS,GAG,,0167759,8835020501
MYCTOPHIDAE,LANTERNFISHES,,0162575,876214
MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN,,0167320,8831022209
MYROPHIS PUNCTATUS,SPECKLED WORM EEL,,0161453,8741130802
NEOMERINTHE HEMINGWAYI,SPINYCHEEK SCORPIONFISH,,0166794,8826010402
NEOTHUNNUS ALBACARES,YELLOWFIN TUNA,S,0172426,8850030403
NEOTHUNNUS MACROPTERUS,YELLOWFIN TUNA,S,0172425,8850030403
NOCOMIS,,,0163391,87760110
NOCOMIS LEPTOCEPHALUS,BLUEHEAD CHUB,,0163393,8776011002
NOCOMIS MICROPOGON,RIVER CHUB,,0163392,8776011001
NOCOMIS RANEYI,BULL CHUB,,0163398,8776011007
NOTEMIGONUS CRYSOLEUCAS,GOLDEN SHINER,,0163368,8776010601
,121,,,
