Name: “Table 1 of 1 on page 40 of 142”,Name: “Table 1 of 1 on page 40 of 142”,Name: “Table 1 of 1 on page 40 of 142”,Name: “Table 1 of 1 on page 40 of 142”,Name: “Table 1 of 1 on page 40 of 142”
Table: 40,Table: 40,Table: 40,Table: 40,Table: 40
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
STAUROGENIA HETERACANTHA,,S,0006262,0803090801
STICHOCOCCUS SUBTILIS,,,0006414,0805010103
STIGEOCLONIUM,,,0006651,08060120
STIGEOCLONIUM GLOMERATA,,,0006671,0806012015
STIGEOCLONIUM LUBRICUM,,,0006658,0806012004
TETRACOCCUS BOTRYOIDES,,S,0005971,0803052201
TETRADESMUS,,,0006244,08030905
TETRADESMUS SMITHII,,,0006245,0803090501
TETRADESMUS WISCONSINENSIS,,,0006246,0803090502
TETRAEDRON,,,0005661,08030104
TETRAEDRON ARTHRODESMIFORME,,,0005684,0803010406
TETRAEDRON CAUDATUM,,,0005691,0803010409
TETRAEDRON CONSTRICTUM,,,0005709,0803010419
TETRAEDRON CRUCIATUM,,,0005710,0803010420
TETRAEDRON GRACILE,,,0005717,0803010423
TETRAEDRON HASTATUM,,,0005695,0803010410
TETRAEDRON LIMNETICUM,,,0005667,0803010402
TETRAEDRON LOBULATUM,,,0005674,0803010404
TETRAEDRON LUNULA,,,0005699,0803010412
TETRAEDRON MINIMUM,,,0005670,0803010403
TETRAEDRON MUTICUM,,,0005700,0803010413
TETRAEDRON PENTAEDRICUM,,,0005701,0803010414
TETRAEDRON REGULARE,,,0005678,0803010405
TETRAEDRON REGULARE INCUS,,,0005682,080301040504
TETRAEDRON REGULARE TORSUM,,,0005683,080301040505
TETRAEDRON STAURASTROIDES,,,0005732,0803010434
TETRAEDRON TRIGONUM,,,0005662,0803010401
TETRAEDRON TRIGONUM GRACILE,,,0005664,080301040102
TETRAEDRON TRIGONUM SETIGERUM,,,0005665,080301040103
TETRAEDRON TRIGONUM TRIGONUM,,,0005663,080301040101
TETRAEDRON VICTORIAE,,,0005729,0803010433
TETRASTRUM,,,0006260,08030908
TETRASTRUM CAUDATUM,,,BAY0273,08030908CAUD
TETRASTRUM ELEGANS,,,0006267,0803090806
TETRASTRUM GLABRUM,,,0006264,0803090803
TETRASTRUM HETERACANTHUM,,SA,0006261,0803090801
TETRASTRUM STAUROGENIAEFORME,,,0006263,0803090802
TREUBARIA,,,0005919,08030512
TREUBARIA CRASSIPINA,,,0005920,0803051201
TREUBARIA SETIGERUM,,,0005921,0803051202
TREUBARIA TRIAPPENDICULATA,,,0005922,0803051203
ULOTHRIX,,,0006417,08050102
ULOTHRIX AEQUALIS,,,0006432,0805010214
ULOTHRIX IMPLEXA,,,0006419,0805010202
ULOTHRIX SUBTILISSIMA,,,0006429,0805010211
ULOTHRIX VARIABILIS,,,0006426,0805010208
ULVA,SEA LETTUCES,,0006559,08050305
ULVA INTESTINALIS,,S,0006536,0805030317
ULVA LACTUCA,SEA LETTUCE,,0006562,0805030503
VOLVOX,,,0005582,08020303
VOLVOX AUREUS,,,0005585,0802030303
VOLVOX MORUM,,S,0005581,0802030202
VOLVOX TERTIUS,,,0005584,0802030302
WESTELLA,,,0005969,08030522
WESTELLA BOTRYOIDES,,SA,0005970,0803052201
WESTELLA LINEARIS,,,0005974,0803052202
XANTHIDIUM,,,0008313,08100205
XANTHIDIUM SUBHASTIFERUM TOWERII,,,0008342,081002050502
ZYGNEMA,,,0007100,08100103
,30,,,
