Name: “Table 1 of 1 on page 105 of 142”,Name: “Table 1 of 1 on page 105 of 142”,Name: “Table 1 of 1 on page 105 of 142”,Name: “Table 1 of 1 on page 105 of 142”,Name: “Table 1 of 1 on page 105 of 142”
Table: 105,Table: 105,Table: 105,Table: 105,Table: 105
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
CHIRONOMUS MODESTUS,,S,0129449,6489601310
CHIRONOMUS NANUS,,S,0128983,6489564803
CHIRONOMUS NEEDHAMII,,S,0129709,6489603633
CHIRONOMUS NEOMODESTUS,,S,0129451,6489601311
CHIRONOMUS NERVOSUS,,S,0129453,6489601312
CHIRONOMUS NIGRICANS,,S,0129472,6489601501
CHIRONOMUS NIVORIUNDA,,S,0128392,6489510224
CHIRONOMUS OLIVACEA,,S,0128455,6489550402
CHIRONOMUS PARAFULVUS,,S,0129383,6489600807
CHIRONOMUS RIPARIUS,,SA,0129313,6489600633
CHIRONOMUS SERUS,,S,0129315,6489600633
CHIRONOMUS SIMILIS,,S,0129283,6489600615
CHIRONOMUS STAEGERI,,SA,0129320,6489600635
CHIRONOMUS STIGMATERUS,,,0129322,6489600636
CHIRONOMUS XENOLABIS,,S,0129839,6489604501
CHITONOPHORA,,S,0101234,62170201
CHLOROPERLIDAE,GREEN STONEFLIES,,0103202,625404
CHOROTERPES,,,0101108,62170102
CHOROTERPES BASALIS,,,0101110,6217010202
CHRYSOMELIDAE,LEAF BEETLES,,0114509,632403
CHRYSOPS,,,0131078,64931102
CLADOPELMA,,,0129350,64896007
CLADOTANYTARSUS,,SA,0129873,64896201
CLADOTANYTARSUS MANCUS,,,0129881,6489620105
CLIMACIA,,,0115086,64130701
CLIMACIA AREOLARIS,,,0115087,6413070101
CLINOTANYPUS,,,0127996,64893901
CLINOTANYPUS CALIGINOSUS,,S,0128003,6489390102
CLINOTANYPUS FLAVICINCTUS,,S,0128004,6489390102
CLINOTANYPUS PINGUIS,,SA,0127998,6489390102
CLINOTANYPUS THORACICUS,,S,0128005,6489390102
CLOEON,,SA,0100756,62160212
COELOTANYPUS,,,0128010,64893902
COELOTANYPUS CONCINNUS,,SA,0128012,6489390202
COELOTANYPUS FLAVUS,,S,0128013,6489390202
COENAGRIONIDAE,NARROW-WINGED DAMSELFLIES,,0102077,622904
COLEOPTERA,BEETLES,,0109216,6302
COLLEMBOLA,SPRINGTAILS,,0099237,6208
CONCHAPELOPIA,,SA,0128130,64894204
CONSTEMPELLINA,,,0129884,64896202
COPELATUS,,,0112561,63050643
CORDULEGASTER,,,0102027,62270101
CORDULIIDAE,,,0102020,622606
CORDYLURIDAE,ANTHOMYIID FLIES,S,0148686,649706
CORETHRA APPENDICULATA,,S,0125924,6489050209
CORETHRA PUNCTIPENNIS,,S,0125925,6489050209
CORIXIDAE,WATER BOATMAN,,0103364,627201
CORYDALIDAE,"DOBSON FLIES, FISH FLIES",,0115023,640602
CORYDALUS,,,0115033,64060203
CORYDALUS CORNUTUS,,,0115034,6406020301
CORYNONEURA,,,0128563,64895615
CORYNONEURA TARIS,,,0128570,6489561507
CORYNONEURA XENA,,S,0129191,6489567106
CORYPHAESCHNA,,,0101639,62250206
CRENITIS,,,0113220,63090335
CRICOTOPUS,,SA,0128575,64895616
CRICOTOPUS (ISOCLADIUS),,,0568515,64895616ISO
CRICOTOPUS BICINCTUS,,SA,0128583,6489561606
CRICOTOPUS INTERSECTUS,,SA,0128614,6489561627
,95,,,
