Name: “Table 1 of 1 on page 136 of 142”,Name: “Table 1 of 1 on page 136 of 142”,Name: “Table 1 of 1 on page 136 of 142”,Name: “Table 1 of 1 on page 136 of 142”,Name: “Table 1 of 1 on page 136 of 142”
Table: 136,Table: 136,Table: 136,Table: 136,Table: 136
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
UMBRA LIMI PYGMAEA,EASTERN MUDMINNOW,S,0162152,8758020101
UMBRA PYGMAEA,EASTERN MUDMINNOW,SA,0162148,8758020101
UMBRIDAE,MUDMINNOWS,,0162146,875802
UMBRINA COROIDES,SAND DRUM,,0169298,8835441101
UPENEUS PARVUS,DWARF GOATFISH,,0169441,8835450402
URANOSCOPIDAE,STARGAZERS,,0171053,884014
UROPHYCIS,CODLINGS,,0164729,87910310
UROPHYCIS CHUSS,RED HAKE,,0164730,8791031001
UROPHYCIS REGIA,SPOTTED HAKE,,0164731,8791031002
UROPHYCIS TENUIS,WHITE HAKE,,0164732,8791031003
VENTRIFOSSA OCCIDENTALIS,AMERICAN STRAPTAIL GRENADIER,S,0165416,8794011403
VINCIGUERRIA,LIGHTHOUSE FISH,,0162192,87590108
VINCIGUERRIA ATTENUATA,SLENDER LIGHTFISH,SA,0162193,8759010801
VOMER SETAPINNIS,ATLANTIC MOONFISH,S,0168685,8835280705
XIPHIAS GLADIUS,SWORDFISH,,0172482,8850040101
XYRICHTYS NOVACULA,PEARLY RAZORFISH,SA,0614513,8839010802
ZENOPSIS CONCHIFERA,AMERICAN JOHN DORY,SA,0166284,8811030202
ZENOPSIS OCELLATA,AMERICAN JOHN DORY,S,0166283,8811030202
ZOARCES AMERICANUS,OCEAN POUT,SA,0630979,8793011601
,REPTILIA - REPTILES,,,
(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:
,Subphylum Vertebrata:Class Reptilia),,,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
CARETTA CARETTA,LOGGERHEAD SEA TURTLE,,0173830,9002040101
CARETTA CARETTA CARETTA,LOGGERHEAD TURTLE,,0173831,900204010101
CHELYDRA SERPENTINA,SNAPPING TURTLE,,0173752,9002010101
CHELYDRIDAE,SNAPPING TURTLES,,0173750,900201
CHRYSEMYS PICTA PICTA,EASTERN PAINTED TURTLE,,0173784,900203040101
DERMOCHELYS CORIACEA CORIACEA,ATLANTIC LEATHERNECK TURTLE,,0173844,900205010101
ELAPHE OBSOLETA OBSOLETA,BLACK RAT SNAKE,,0174178,900703120201
ELAPHE OBSOLETA SPILOIDES,GRAY RAT SNAKE,,0209214,900703120205
GRAPTEMYS PSEUDOGEOGRAPHICA,FALSE MAP TURTLE;,,0173800,9002030709
LEPIDOCHELYS KEMPI,KEMP'S RIDLEY SEA TURTLE,,0173839,9002040401
MALACLEMYS TERRAPIN,DIAMONDBACK TERRAPIN,,0173780,9002030301
TRACHEMYS SCRIPTA,RED-EARED SLIDER; RED-EARED,,0173819,9002030901
,TERRAPIN,,,
TRIONYX SPINIFERUS,SPINY SOFT-SHELLED TURTLE,,0173850,9002060104
,AVES - BIRDS,,,
(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:,(Kingdom Animalia:Subkingdom Eumetazoa:Section Deuterostomia:Phylum Chordata:
,Subphylum Vertebrata:Class Aves),,,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
AGELAIUS PHOENICEUS,RED-WINGED BLACKBIRD,,0179045,9158320401
AIX GALERICULATA,MANDARIN DUCK,,0175123,9112011002
AIX SPONSA,WOOD DUCK,,0175122,9112011001
ANAS ACUTA,NORTHERN PINTAIL,,0175074,9112010907
ANAS AMERICANA,AMERICAN WIGEON,SA,0175094,9112010916
ANAS CLYPEATA,NORTHERN SHOVELER,,0175096,9112010917
ANAS CRECCA,GREEN-WINGED TEAL,,0175081,9112010910
ANAS DISCORS,BLUE-WINGED TEAL,,0175086,9112010912
ANAS PLATYRHYNCHOS,MALLARD,,0175063,9112010901
ANAS RUBRIPES,AMERICAN BLACK DUCK,,0175068,9112010903
,126,,,
