Name: “Table 1 of 1 on page 61 of 142”,Name: “Table 1 of 1 on page 61 of 142”,Name: “Table 1 of 1 on page 61 of 142”,Name: “Table 1 of 1 on page 61 of 142”,Name: “Table 1 of 1 on page 61 of 142”
Table: 61,Table: 61,Table: 61,Table: 61,Table: 61
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
,PORIFERA - SPONGES,,,
,(Kingdom Animalia:Subkingdom Parazoa:Phylum Porifera),(Kingdom Animalia:Subkingdom Parazoa:Phylum Porifera),(Kingdom Animalia:Subkingdom Parazoa:Phylum Porifera),
LATIN NAME,COMMON NAME,SYN,TSN,NODC
,,,,CODE
CLIONA,BORING SPONGES,,0048523,36660601
CRANIELLA,POTATOE SPONGES,,0048627,36680401
HALICHONDRIA BOWERBANKI,SUN SPONGE,,0048398,3665020204
HALICHONDRIA PANICEA,SUN SPONGE,,0048396,3665020202
HALICLONA,,,0047771,36630201
LISSODENDORYX CAROLINENSIS,STINKING SPONGE,,0048072,3664111204
MICROCIONA PROLIFERA,REDBEARD SPONGE,,0047997,3664070703
PORIFERA,SPONGES,,0046861,36
"CNIDARIA OR COELENTERATA - JELLYFISH, CORALS, SEA ANEMONES, HYDROZOANS","CNIDARIA OR COELENTERATA - JELLYFISH, CORALS, SEA ANEMONES, HYDROZOANS","CNIDARIA OR COELENTERATA - JELLYFISH, CORALS, SEA ANEMONES, HYDROZOANS","CNIDARIA OR COELENTERATA - JELLYFISH, CORALS, SEA ANEMONES, HYDROZOANS","CNIDARIA OR COELENTERATA - JELLYFISH, CORALS, SEA ANEMONES, HYDROZOANS"
(Kingdom Animalia:Subkingdom Eumetazoa:Section Radiata:Phylum Cnidaria),(Kingdom Animalia:Subkingdom Eumetazoa:Section Radiata:Phylum Cnidaria),(Kingdom Animalia:Subkingdom Eumetazoa:Section Radiata:Phylum Cnidaria),(Kingdom Animalia:Subkingdom Eumetazoa:Section Radiata:Phylum Cnidaria),(Kingdom Animalia:Subkingdom Eumetazoa:Section Radiata:Phylum Cnidaria)
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
ACTINIARIA,ANEMONES,,0052485,3758
AGLANTHA DIGITALIS,PINK HELMET,,0051094,3711041101
AMPHINEMA DINEMA,,SA,0049185,3703120701
ANTHOMEDUSAE,SEA ANEMONE,,0048741,3703
ANTHOPHYSIDAE,,,0051408,371703
ANTHOZOA,CORAL AND SEA ANEMONIES,,0051938,3740
ARMORHYDRA,,,0050862,37060301
ASTRANGIA ASTRAEIFORMIS,NORTHERN STAR CORAL,,0053372,3767020106
AURELIA AURITA,MOON JELLY,SA,0051701,3734030201
AURELIA DUBIA,MOON JELLY,S,0051703,3734030201
AURELIA FLAVIDULA,MOON JELLY,S,0051702,3734030201
BLACKFORDIA VIRGINICA,,,0049780,3704041601
BOUGAINVILLIA RUGOSA,,,0048777,3703010707
CERIANTHEOPSIS AMERICANA,SLOPPY GUT ANEMONE,,0051991,3743010201
CERIANTHUS AMERICANUS,,,0051987,3743010101
CHLOROHYDRA,,,0050858,37060202
CHRYSAORA,,,0051640,37340102
CHRYSAORA QUINQUECIRRHA,SEA NETTLE,SA,0051644,3734010203
CLYTIA EDWARDSI,,,0049582,3704010502
CLYTIA HEMISPHAERICA,,,0049583,3704010503
CLYTIA KINCAIDI,,,0049584,3704010504
CLYTIA LONGICYATHA,,,0049589,3704010509
CLYTIA PAULENSIS,,,0049585,3704010505
CNIDARIA,COELENTERATES,,0048738,37
CORDYLOPHORA CASPIA,FRESHWATER HYDROID,,0048893,3703020201
CORDYLOPHORA LACUSTRIS,,,0048894,3703020202
CORYNITIS AGASSIZI,,S,0049035,3703060301
CRASPEDACUSTA,,SA,0050771,37050110
CUNINA OCTONARIA,,SA,0051236,3712030302
CUNINA OCTONARIA KOELLIKERI,,S,0051237,3712030302
CYANEA ARCTICA,LION'S MANE,S,0051673,3734020101
CYANEA CAPILLATA,LION'S MANE,SA,0051671,3734020101
CYANEA VERSICOLOR,LION'S MANE,S,0051672,3734020101
CYLISTA LEUCOLENA,WHITE ANEMONE,S,0052750,3760080103
CYTAEIS MINIMA,,S,0049345,3703180206
DIADUMENE LEUCOLENA,WHITE ANEMONE,SA,0052749,3760080103
DIADUMENE LINEATA,GREEN-STRIPED SEA ANEMONE,,0052757,3760080109
DIPURENA STRANGULATA,,,0049023,3703060202
DYNAMENA CORNICINA,HORN GARLAND HYDROID,SA,0050020,3704050601
ECTOPLEURA DUMORTIERI,,SA,0048943,3703030501
,51,,,
