Name: “Table 1 of 1 on page 58 of 142”,Name: “Table 1 of 1 on page 58 of 142”,Name: “Table 1 of 1 on page 58 of 142”,Name: “Table 1 of 1 on page 58 of 142”,Name: “Table 1 of 1 on page 58 of 142”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
SALIX,WILLOW,,0022476,32380102
SALSOLA KALI,SALTWORT,,0020655,3225100601
SCIRPUS ACUTUS,HARDSTEM BULRUSH,,0040240,3315011514
SCIRPUS AMERICANUS,COMMON THREESQUARE,,0040226,3315011501
SCIRPUS CYPERINUS,WOOLGRASS,SA,0040228,3315011503
SCIRPUS FLUVIATILIS,RIVER BULRUSH,,0040231,3315011505
SCIRPUS LINEATUS,BULRUSH,,0040233,3315011507
SCIRPUS OLNEYI,OLNEY THREESQUARE,,0040236,3315011510
SCIRPUS RUBRICOSUS,WOOL GRASS,S,0040229,3315011503
SCIRPUS VALIDUS,"SALTRUSH,GRT BULRUSH",,0040239,3315011513
SONCHUS ASPER,SPINY SOW-THISTLE; PRICKLY SOW-,,0038424,3274050102
,THISTLE,,,
SPARGANIUM,BURREED,,0042312,33160101
SPARGANIUM EURYCARPUM,GIANT BURWEED,,0042316,3316010104
SPARTINA,CORDGRASS,,0041266,33150244
SPARTINA ALTERNIFLORA,SALTMARSH CORDGRASS,,0041267,3315024401
SPARTINA CYNOSUROIDES,BIG CORDGRASS,,0041268,3315024402
SPARTINA PATENS,SALTMEADOW HAY,,0041271,3315024404
SPERGULARIA RUBRA,SAND-SPURREY; PURPLE SAND-,,0020153,3225070903
,SPURREY,,,
STACHYS PALUSTRIS,WOUNDWORT; PURPLE HEDGENETTLE,,0032344,3268050530
SUAEDA MARITIMA,WHITE SEA BLITE; WHITE SEEPWEED,,0020662,3225100703
TRAPA NATANS,WATER CHESTNUT,,0027170,3250060101
TUSSILAGO FARFARA,COLTSFOOT; COLT'S FOOT,,0038583,3274052701
TYPHA,CATTAILS,,0042324,33160201
TYPHA ANGUSTIFOLIA,NARROW LEAF CATTAIL,,0042325,3316020101
TYPHA LATIFOLIA,COMMON CATTAIL,,0042326,3316020102
ULMUS AMERICANA,AMERICAN ELM,,0019049,3216010201
UTRICULARIA,BLADDERWORTS,,0034443,32701102
VALLISNERIA AMERICANA,WILD CELERY,,0038951,3305010301
VERONICA ANAGALLIS-AQUATICA,WATER SPEEDWELL; BLUE WATER,,0033397,3270031501
,SPEEDWELL,,,
ZANNICHELLIA PALUSTRIS,HORNED PONDWEED,,0039068,3306070101
ZIZANIA AQUATICA,WILD RICE,,0041319,3315025101
ZOSTERA MARINA,EELGRASS,,0039074,3306080201
,48,,,
