Name: “Table 1 of 1 on page 123 of 142”,Name: “Table 1 of 1 on page 123 of 142”,Name: “Table 1 of 1 on page 123 of 142”,Name: “Table 1 of 1 on page 123 of 142”,Name: “Table 1 of 1 on page 123 of 142”
Table: 123,Table: 123,Table: 123,Table: 123,Table: 123
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
CARCHARHINUS OBSCURUS,DUSKY SHARK,SA,0160268,8708020501
CARCHARHINUS PLUMBEUS,SANDBAR SHARK,SA,0160289,8708020503
CARCHARHINUS VANROOYENI,BULL SHARK,S,0160278,8708020502
CARCHARHINUS ZAMBEZENSIS,BULL SHARK,S,0160279,8708020502
CARCHARIAS AZUREUS,BULL SHARK,S,0160280,8708020502
CARCHARIAS CERULEUS,SANDBAR SHARK,S,0160292,8708020503
CARCHARIAS GRACILIS,BLUE SHARK,S,0160425,8708020601
CARCHARIAS JAPONICA,SANDBAR SHARK,S,0160293,8708020503
CARCHARIAS LATISTOMUS,SANDBAR SHARK,S,0160294,8708020503
CARCHARIAS LEUCAS,BULL SHARK,S,0160281,8708020502
CARCHARIAS MACRURUS,DUSKY SHARK,S,0160271,8708020501
CARCHARIAS MILBERTI,SANDBAR SHARK,S,0160295,8708020503
CARCHARIAS OBTUSIROSTRIS,SANDBAR SHARK,S,0160296,8708020503
CARCHARIAS PUGAE,BLUE SHARK,S,0160427,8708020601
CARCHARIAS SPENCERI,BULL SHARK,S,0160282,8708020502
CARCHARIAS STEVENSI,SANDBAR SHARK,S,0160297,8708020503
CARCHARIAS ZAMBEZENSIS,BULL SHARK,S,0160283,8708020502
CETORHINUS MAXIMUS,BASKING SHARK,SA,0159907,8707120101
DASYATIDAE,,,0160946,871305
DASYATIS,STINGRAYS,SA,0160947,87130501
DASYATIS AMERICANA,SOUTHERN STINGRAY,,0160951,8713050103
DASYATIS CENTROURA,ROUGHTAIL STINGRAY,,0160952,8713050104
DASYATIS SABINA,ATLANTIC STINGRAY,,0160953,8713050105
DASYATIS SAY,BLUNTNOSE STINGRAY,,0160954,8713050106
DIPTURUS LAEVIS,BARNDOOR SKATE,SA,0564139,8713040115
ECHINORHINUS BRUCUS,BRAMBLE SHARK,,0160713,8710030101
ELASMOBRANCHII,SHARKS,,0159786,8702
EULAMIA MILBERTI,SANDBAR SHARK,S,0160298,8708020503
EULAMIA NICARAGUENSIS,BULL SHARK,S,0160284,8708020502
GALEOCERDO CUVIER,TIGER SHARK,,0160189,8708020201
GALEOLAMNA BOGIMBA,BULL SHARK,S,0160285,8708020502
GALEOLAMNA DORSALIS,SANDBAR SHARK,S,0160299,8708020503
GALEOLAMNA EBLIS,DUSKY SHARK,S,0160272,8708020501
GALEOLAMNA GREYI MCKAILI,BULL SHARK,S,0160286,8708020502
GALEOLAMNA MACRURUS,DUSKY SHARK,S,0160273,8708020501
GALEOLAMNA STEVENSI,SANDBAR SHARK,S,0160300,8708020503
GINGLYMOSTOMA CIRRATUM,NURSE SHARK,,0159977,8707100101
GYMNURA ALTAVELA,SPINY BUTTERFLY RAY,,0160961,8713050201
GYMNURA MICRURA,SMOOTH BUTTERFLY RAY,,0160962,8713050202
LAMNA CAUDATA,SANDBAR SHARK,S,0160301,8708020503
LAMNIFORMES,MACKEREL SHARKS,,0159851,8706
LEUCORAJA GARMANI,ROSETTE SKATE,SA,0564136,8713040124
MANTA BIROSTRIS,PACIFIC MANTA,SA,0160992,8713080101
MANTA HAMILTONI,PACIFIC MANTA,S,0160993,8713080101
MUSTELUS CANIS,SMOOTH DOGFISH,SA,0160230,8708020401
MYLIOBATIDAE,EAGLE RAYS,,0160976,871307
MYLIOBATIS FREMINVILLEI,BULLNOSE RAY,,0160980,8713070201
MYLIOBATIS GOODEI,SOUTHERN EAGLE RAY,,0160982,8713070203
NEGAPRION BREVIROSTRIS,LEMON SHARK,SA,0160433,8708020801
ODONTASPIS TAURUS,SAND TIGER,,0159878,8707030101
OSTEICHTHYES,BONY FISHES,,0161030,8717
PRIONACE GLAUCA,BLUE SHARK,SA,0160424,8708020601
PRIONACE MACKI,BLUE SHARK,S,0160428,8708020601
PRISTIS PECTINATA,SMALLTOOTH SAWFISH,,0160809,8713010101
RAJA,SKATES,,0160846,87130401
RAJA EGLANTERIA,CLEARNOSE SKATE,,0160855,8713040113
RAJA ERINACEA,LITTLE SKATE,,0160856,8713040114
RAJA GARMANI,ROSETTE SKATE,S,0160866,8713040124
RAJA LAEVIS,BARNDOOR SKATE,S,0160857,8713040115
,113,,,
