Name: “Table 1 of 1 on page 134 of 142”,Name: “Table 1 of 1 on page 134 of 142”,Name: “Table 1 of 1 on page 134 of 142”,Name: “Table 1 of 1 on page 134 of 142”,Name: “Table 1 of 1 on page 134 of 142”
Table: 134,Table: 134,Table: 134,Table: 134,Table: 134
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
RHYNCHOCONGER FLAVUS,YELLOW CONGER EEL,SA,0635419,8741121001
ROCCUS,,S,0167677,88357502
ROCCUS AMERICANUS,WHITE PERCH,S,0167679,8835750201
SALMO GAIRDNERI,RAINBOW TROUT,S,0161991,8755010211
SALMO MYKISS,RAINBOW TROUT,S,0161990,8755010211
SALMO SALAR,ATLANTIC SALMON,,0161996,8755010305
SALMO TRUTTA,BROWN TROUT,,0161997,8755010306
SALVELINUS FONTINALIS,BROOK TROUT,,0162003,8755010404
SALVELINUS NAMAYCUSH,LAKE TROUT,,0162002,8755010403
SARDA,BONITOS,,0172407,88500302
SARDA CHILIENSIS,PACIFIC BONITO,,0172408,8850030201
SARDA SARDA,ATLANTIC BONITO,,0172409,8850030202
SAURIDA BRASILIENSIS,LARGESCALE LIZARDFISH,,0162408,8762020301
SAURIDA CARIBBAEA,SMALLSCALE LIZARDFISH,,0162410,8762020302
SCARDINIUS ERYTHROPHTHALMUS,RUDD,,0163613,8776014201
SCARIDAE,PARROTFISHES,,0170809,883903
SCARUS COERULEUS,BLUE PARROTFISH,,0170811,8839030101
SCIAENIDAE,RONCADORES,,0169237,883544
SCIAENOPS OCELLATUS,RED DRUM,,0169290,8835440901
SCOMBER COLIAS,PACIFIC MACKEREL,S,0172413,8850030301
SCOMBER JAPONICUS,CHUB MACKEREL,SA,0172412,8850030301
SCOMBER SCOMBRUS,ATLANTIC MACKEREL,,0172414,8850030302
SCOMBERESOX SAURUS,SKIPPER GARFISH,,0165612,8803030201
SCOMBEROMORUS CAVALLA,KING MACKEREL,,0172435,8850030501
SCOMBEROMORUS MACULATUS,SPANISH MACKEREL,,0172436,8850030502
SCOMBEROMORUS REGALIS,PAINTED MACKEREL,,0172437,8850030503
SCOMBEROMORUS SIERRA,PACIFIC SIERRA,,0172440,8850030506
SCOMBRIDAE,TUNAS,,0172398,885003
SCOPELOSAURUS MAULI,,,0162568,8762130102
SCOPHTHALMUS AQUOSUS,WINDOWPANE,SA,0172746,8857030401
SCORPAENA AGASSIZI,LONGFIN SCORPIONFISH,,0166812,8826010601
SCORPAENA BERGI,GOOSEHEAD SCORPIONFISH,,0166814,8826010603
SCORPAENA BRASILIENSIS,BARBFISH,,0166816,8826010605
SCORPAENA CALCARATA,SMOOTHHEAD SCORPIONFISH,,0166817,8826010606
SCORPAENA GRANDICORNIS,POISON GROUPER,,0166820,8826010609
SCORPAENA PLUMIERI,SPOTTED SCORPIONFISH,,0166825,8826010614
SCORPAENIDAE,SCORPIONFISHES,,0166704,882601
SEBASTES MARINUS,ROSE FISH,,0166745,8826010139
SELAR CRUMENOPHTHALMUS,BIGEYE SCAD,,0168677,8835280601
SELENE SETAPINNIS,ATLANTIC MOONFISH,SA,0168684,8835280705
SELENE VOMER,LOOKDOWN,,0168680,8835280701
SEMOTILUS ATROMACULATUS,CREEK CHUB,,0163376,8776010802
SEMOTILUS CORPORALIS,FALLFISH,,0163375,8776010801
SEMOTILUS MARGARITA,PEARL DACE,S,0163874,8776018101
SERIOLA,YELLOWTAILS,,0168688,88352808
SERIOLA DUMERILI,GREATER AMBERJACK,,0168689,8835280801
SERIOLA FASCIATA,LESSER AMBERJACK,,0168690,8835280802
SERIOLA RIVOLIANA,PACIFIC AMBERJACK,,0168691,8835280803
SERIOLA ZONATA,BANDED RUDDERFISH,,0168693,8835280804
SERRANIDAE,SEA BASSES,SA,0167674,883502
SERRANUS NOTOSPILUS,SADDLE BASS,,0167856,8835022307
SERRANUS PHOEBE,TATTLER,,0167857,8835022308
SILURUS PUNCTATUS,GRACEFUL CATFISH,S,0163999,8777020105
SOLEIDAE,SOLES,,0172980,885801
SPARIDAE,PORGIES,,0169180,883543
SPARUS AUREUS,PUMPKINSEED,S,0168150,8835160505
SPHOEROIDES,SWELLFISHES,,0173289,88610102
SPHOEROIDES DORSALIS,MARBLED PUFFER,,0173294,8861010205
SPHOEROIDES MACULATUS,NORTHERN PUFFER,,0173290,8861010201
,124,,,
