Name: “Table 1 of 1 on page 129 of 142”,Name: “Table 1 of 1 on page 129 of 142”,Name: “Table 1 of 1 on page 129 of 142”,Name: “Table 1 of 1 on page 129 of 142”,Name: “Table 1 of 1 on page 129 of 142”
Table: 129,Table: 129,Table: 129,Table: 129,Table: 129
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
GOBIONELLUS HASTATUS,SLIM GOBY,S,0171770,8847010503
GOBIONELLUS OCEANICUS,SLIM GOBY,SA,0171769,8847010503
GOBIOSOMA,NAKED GOBIES,,0171788,88470106
GOBIOSOMA BOSC,NAKED GOBY,,0171789,8847010601
GOBIOSOMA GINSBURGI,SEABOARD GOBY,,0171790,8847010602
GOBIOSOMA ROBUSTUM,CODE GOBY,,0171791,8847010603
GONOSTOMATIDAE,LIGHTFISH,,0162163,875901
GRAMMISTIDAE,SOAPFISHES,,0167982,883503
GYMNACHIRUS MELAS,NAKED SOLE,,0172991,8858030301
GYMNOTHORAX SAXICOLA,OCELLATED MORAY EEL,,0161192,8741050407
HAEMULIDAE,GRUNTS,,0169055,883540
HAEMULON AUROLINEATUM,TOMTATE,,0169058,8835400101
HAEMULON BONARIENSE,BLACK GRUNT,,0169061,8835400104
HAEMULON PLUMIERI,WHITE GRUNT,,0169059,8835400102
HAEMULON SCIURUS,BLUESTRIPED GRUNT,,0169069,8835400113
HALICHOERES BATHYPHILUS,GREENBAND WRASSE,,0170502,8839010701
HALICHOERES CAUDALIS,PAINTED WRASSE,,0170504,8839010703
HALIEUTICHTHYS ACULEATUS,PANCAKE BATFISH,SA,0164594,8787040301
HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH,SA,0166787,8826010301
HEMANTHIAS AUREORUBENS,STREAMER BASS,,0167803,8835021204
HEMANTHIAS VIVANUS,RED BARBIER,,0167801,8835021202
HEMIPTERONOTUS NOVACULA,PEARLY RAZORFISH,S,0170537,8839010802
HEMIRAMPHUS BALAO,BALAO,,0165461,8803010202
HEMIRAMPHUS BRASILIENSIS,BALLYHOO [,,0165460,8803010201
HEMITRIPTERUS AMERICANUS,SEA SCULPIN,,0167289,8831021503
HETEROPRIACANTHUS CRUENTATUS,GLASSEYE SNAPPER,S,0168181,8835170102
HILDEBRANDIA FLAVA,YELLOW CONGER EEL,S,0161388,8741121001
HIPPOCAMPUS ERECTUS,"SPOTTED SEAHORSE, LINED SEAHORSE SA","SPOTTED SEAHORSE, LINED SEAHORSE SA",0166488,8820020201
HIPPOCAMPUS HUDSONIUS,SPOTTED SEAHORSE,S,0166489,8820020201
HIPPOGLOSSOIDES PLATESSOIDES,AMERICAN PLAICE,,0172877,8857040603
HIPPOGLOSSUS HIPPOGLOSSUS,ATLANTIC HALIBUT,SA,0172933,8857041902
HISTRIO HISTRIO,SARGASSUM FROGFISH,SA,0164520,8787020101
HOLOCENTRUS ADSCENSIONIS,SQUIRRELFISH,SA,0166172,8810080101
HOLOCENTRUS ASCENSIONIS,SQUIRRELFISH,S,0633882,8810080101
HYBOGNATHUS NUCHALIS,MISSISSIPPI SILVERY MINNOW,,0163360,8776010502
HYBOGNATHUS REGIUS,EASTERN SILVERY MINNOW,,0163359,8776010501
HYPENTELIUM NIGRICANS,NORTHERN HOG SUCKER,,0163949,8776040501
HYPEROGLYPHE PERCIFORMIS,BARRELFISH,,0172512,8851010201
HYPORHAMPHUS BALINENSIS,EAST INDIAN HALFBEAK,,0165485,8803010308
HYPORHAMPHUS UNIFASCIATUS,SILVERSTRIPE HALFBEAK,,0165474,8803010301
HYPSOBLENNIUS HENTZI,FEATHER BLENNY,,0171156,8842010201
ICTALURIDAE,NORTH AMERICAN FRESHWATER,,0163995,877702
,CATFISHES,,,
ICTALURUS CATUS,WHITE CATFISH,S,0164038,8777020602
ICTALURUS FURCATUS,BLUE CATFISH,,0163997,8777020102
ICTALURUS MELAS,BLACK BULLHEAD,S,0164040,8777020603
ICTALURUS NATALIS,YELLOW BULLHEAD,S,0164042,8777020604
ICTALURUS NEBULOSUS,BROWN BULLHEAD,S,0164044,8777020605
ICTALURUS PUNCTATUS,GRACEFUL CATFISH,SA,0163998,8777020105
ICTHELUS CYANELLA,GREEN SUNFISH,S,0168135,8835160502
ISTIOPHORIDAE,SPEARFISHES,,0172486,885006
ISTIOPHORUS PLATYPTERUS,ATLANTIC SAILFISH,,0172488,8850060101
KATSUWONUS PELAMIS,SKIPJACK TUNA,S,0172401,8850030101
KISHINOELLA ZACALLES,YELLOWFIN TUNA,S,0172424,8850030403
KYPHOSUS INCISOR,YELLOW CHUB,,0169505,8835510101
KYPHOSUS SECTATRIX,BERMUDA CHUB,,0169506,8835510102
LABRIDAE,WRASSES,,0170477,883901
LABRUS IRIDEUS,ROUND SUNFISH,S,0168105,8835160301
LABRUS MACROPTERUS,ROUND SUNFISH,S,0168106,8835160301
,119,,,
