Name: “Table 1 of 1 on page 106 of 142”,Name: “Table 1 of 1 on page 106 of 142”,Name: “Table 1 of 1 on page 106 of 142”,Name: “Table 1 of 1 on page 106 of 142”,Name: “Table 1 of 1 on page 106 of 142”
Table: 106,Table: 106,Table: 106,Table: 106,Table: 106
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
CRICOTOPUS ITHACANENSIS,,S,0128660,6489561655
CRICOTOPUS LARICOMALIS,,,0128619,6489561631
CRICOTOPUS RECTINERVIS,,S,0128861,6489563911
CRICOTOPUS SYLVESTRIS,,SA,0128645,6489561650
CRICOTOPUS TREMULUS,,SA,0128651,6489561652
CRICOTOPUS TRIFASCIA,,SA,0128659,6489561655
CRYPTOCHIRONOMUS,,,0129368,64896008
CRYPTOCHIRONOMUS ABBREVIATUS,,S,0129377,6489600805
CRYPTOCHIRONOMUS FULVUS,,SA,0129376,6489600805
CRYPTOCHIRONOMUS MALLOCHI,,S,0129378,6489600805
CRYPTOCHIRONOMUS PARAFULVUS,,SA,0129382,6489600807
CRYPTOCHIRONOMUS PARVILAMELLATUS,,S,0129379,6489600805
CRYPTOTENDIPES,,,0129394,64896009
CULEX,,,0126455,64891104
CULISETA ANNULATA,MOSQUITO,,0126432,6489110302
CULOPTILA,,,0115236,64180109
CURCULIONIDAE,"WEEVLES, SNOUT BEETLES",,0114666,632503
CYBISTER,,,0112364,63050639
CYMBIODYTA,,,0113017,63090316
CYPHOSTETHUS,,S,0112940,63090313
CYRNELLUS,,,0117091,64181802
CYRNELLUS FRATERNUS,,,0117092,6418180201
DANNELLA SIMPLEX,,SA,0101363,6217020602
DEMICRYPTOCHIRONOMUS,,,0129421,64896012
DERONECTES,,,0112153,63050620
DEROVATELLUS,,,0112159,63050621
DIAMESA,,SA,0128355,64895102
DIAMESA NIVORIUNDA,,SA,0128391,6489510224
DIAMESINAE,,,0128341,648949
DICRANOTA,,SA,0121027,64830801
DICROTENDIPES,,,0129428,64896013
DICROTENDIPES FUMIDUS,,SA,0129436,6489601304
DICROTENDIPES LUCIFER,,S,0129458,6489601312
DICROTENDIPES MODESTUS,,SA,0129448,6489601310
DICROTENDIPES NEOMODESTUS,,SA,0129450,6489601311
DICROTENDIPES NERVOSUS,,SA,0129452,6489601312
DICROTENDIPES SIMPSONI,,,0193743,6489601314
DINEUTUS,,,0112711,63050803
DIPLECTRONA,,,0115399,64180401
DIPLECTRONA MODESTA,,,0115402,6418040103
DIPLOCLADIUS,,,0128670,64895617
DIPTERA,,,0118831,6481
DIXA,,SA,0125810,64890101
DJALMABATISTA PULCHER,,,0128272,6489450101
DOLICHOPODIDAE,LONGLEGGED FLIES,,0136824,649488
DOLOPHILODES DISTINCTUS,,SA,0115322,6418020401
DOLOPHILUS,,,0115316,64180203
DOLOPHILUS DISTINCTUS,,S,0115323,6418020401
DROMOGOMPHUS,,,0101730,62250406
DROMOGOMPHUS ARMATUS,,,0101731,6225040601
DROMOGOMPHUS SPOLIATUS,,,0101733,6225040603
DRUNELLA,,,0101365,62170207
DRUNELLA CORNUTELLA,,SA,0101366,6217020701
DRYOPIDAE,LONG-TOE WATER BEETLES,SA,0113999,631601
DUBIRAPHIA,,,0114126,63160402
DUBIRAPHIA BIVITTATA,,,0114129,6316040203
DUBIRAPHIA QUADRINOTATA,,,0114130,6316040204
DUBIRAPHIA VITTATA,,SA,0114131,6316040205
DYTISCIDAE,PREDACEOUS DIVING BEETLES,,0111963,630506
,96,,,
