Name: “Table 1 of 1 on page 90 of 142”,Name: “Table 1 of 1 on page 90 of 142”,Name: “Table 1 of 1 on page 90 of 142”,Name: “Table 1 of 1 on page 90 of 142”,Name: “Table 1 of 1 on page 90 of 142”
Table: 90,Table: 90,Table: 90,Table: 90,Table: 90
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
ECTINOSOMA CURTICORNE,,,0086212,6119090201
ECTOCYCLOPS,,,0088796,61200816
ECTOCYCLOPS PHALERATUS,,,0088797,6120081601
ERGASILUS,,,0088599,61200501
ERGASILUS CLUPEIDARUM,CYCLOPOID COPEPOD,,0088608,6120050109
ERGASILUS VERSICOLOR,,,0088604,6120050105
EUCALANUS,,,0085300,61180301
EUCALANUS MONACHUS,,,0085308,6118030106
EUCALANUS PILEATUS,,,0085307,6118330101
EUCYCLOPS,,,0088719,61200804
EUCYCLOPS AGILIS,,,0088720,6120080401
EUCYCLOPS SPERATUS,,,0088722,6120080403
EURYTEMORA,,,0085862,61182002
EURYTEMORA AFFINIS,CALANOID COPEPOD,,0085863,6118200201
EURYTEMORA AMERICANA,,,0085864,6118200202
EURYTEMORA HIRUNDOIDES,,,0085866,6118200204
EUTERPINA ACUTIFRONS,,,0086546,6119140101
FARRANULA GRACILIS,,,0088595,6120040201
HALECTINOSOMA,,,0086264,61190904
HALICYCLOPS,,,0088635,61200801
HALICYCLOPS FOSTERI,,,0088636,6120080101
HALICYCLOPS MAGNACEPS,,,0206133,61200801MAGN
HARPACTICIDAE,,,0086329,611910
HARPACTICOIDA,,,0086110,6119
HARPACTICUS,,,0086330,61191001
HARPACTICUS CHELIFER,,,0086331,6119100101
HARPACTICUS GRACILIS,,,0086335,6119100103
HEMICYCLOPS,,,0088960,61202601
KLIOPSYLLUS ARENICOLUS,,,0087371,6119240501
LABIDOCERA ACUTIFRONS,,,0086048,6118270206
LABIDOCERA AESTIVA,,,0086047,6118270205
LABIDOCERA WOLLASTONI,,,0086046,6118270204
LERNAEA CYPRINACEA,ANCHOR-WORM,,0089254,6123130201
LIMNOCALANUS,,,0085773,61181702
LIMNOCALANUS MACRURUS,,,0085775,6118170202
MACROCYCLOPS,,,0088737,61200806
MACROCYCLOPS ALBIDUS,,,0088738,6120080601
MACROCYCLOPS ATER,,,0088739,6120080602
MEGACYCLOPS,,,0088748,61200808
MESOCYCLOPS,,,0088691,61200803
MESOCYCLOPS EDAX,,,0088692,6120080301
MESOCYCLOPS OBSOLETUS,,,BAY0151,61200803OBSO
METIS,,,0086887,61191601
METIS HOLOTHURIAE,,SA,0086892,6119160102
METRIDIA,,,0085734,61181602
METRIDIA LUCENS,,,0085741,6118160207
METRIDIA PRINCEPS,,,0085744,6118160210
MICROARTHRIDION LITTORALE,,SA,0086548,6119140201
MICROCYCLOPS,,,0088757,61200810
MICROCYCLOPS VARICANS,,,0088758,6120081001
MYCOLEIA MAJOR,,,BAY0158,612016MAJOR
NANNOCALANUS,,S,0085264,61180110
NANNOCALANUS MINOR,,S,0085275,6118011001
NITOCRA,,,0087000,61191801
NITOCRELLA POLYCHAETA,,,0087224,6119181829
OITHONA,,,0088802,61200901
OITHONA COLCARVA,,,0088811,6120090109
OITHONA SIMILIS,,,0088805,6120090103
ONCAEA,,,0088540,61200103
,80,,,
