Name: “Table 1 of 1 on page 130 of 142”,Name: “Table 1 of 1 on page 130 of 142”,Name: “Table 1 of 1 on page 130 of 142”,Name: “Table 1 of 1 on page 130 of 142”,Name: “Table 1 of 1 on page 130 of 142”
Table: 130,Table: 130,Table: 130,Table: 130,Table: 130
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
LACHNOLAIMUS MAXIMUS,HOGFISH,,0170566,8839010901
LACTOPHRYS QUADRICORNIS,SCRAWLED COWFISH,S,0173240,8860030104
LACTOPHRYS TRIGONUS,TRUNKFISH [,,0173237,8860030101
LAGOCEPHALUS LAEVIGATUS,SMOOTH PUFFER,,0173285,8861010101
LAGODON RHOMBOIDES,PINFISH,,0169187,8835430201
LARIMUS FASCIATUS,BANDED DRUM,,0169269,8835440501
LEIOSTOMUS XANTHURUS,SPOT,,0169267,8835440401
LEIURUS ACULEATUS,THREESPINE STICKLEBACK,S,0166384,8818010101
LEPIDOMUS CYANNELUS,GREEN SUNFISH,S,0168136,8835160502
LEPISOSTEIDAE,GARS,,0161092,873201
LEPISOSTEUS,,,0161093,87320101
LEPISOSTEUS OSSEUS,LONGNOSE GAR,,0161094,8732010101
LEPOMIS,COMMON SUNFISHES,,0168130,88351605
LEPOMIS AURITUS,REDBREAST SUNFISH,,0168131,8835160501
LEPOMIS CYANELLUS,GREEN SUNFISH,SA,0168132,8835160502
LEPOMIS GIBBOSUS,PUMPKINSEED,SA,0168144,8835160505
LEPOMIS GULOSUS,WARMOUTH,S,0168138,8835161001
LEPOMIS HUMILIS,ORANGESPOTTED SUNFISH,,0168151,8835160506
LEPOMIS MACROCHIRUS,BLUEGILL,SA,0168141,8835160504
LEPOMIS MEGALOTIS,LONGEAR SUNFISH,,0168153,8835160508
LEPOMIS MICROLOPHUS,REDEAR SUNFISH,,0168154,8835160509
LEPOMIS PUNCTATUS,SPOTTED SUNFISH,,0168155,8835160510
LEPOMOTIS NEPHELUS,BLUEGILL,S,0168143,8835160504
LEPOPHIDIUM BRAVIBARBE,BLACKEDGE CUSK-EEL,SA,0164825,8792010502
LEPOPHIDIUM CERVINUM,FAWN CUSK-EEL,S,0164832,8792010509
LEPOPHIDIUM GRAELLSI,BLACKEDGE CUSK-EEL,S,0164826,8792010502
LEPOPHIDIUM NEGROPINNA,SPECKLEFIN CUSK-EEL,SA,0623190,8792010512
LEPOPHIDIUM NIGROPINNA,SPECKLEFIN CUSK-EEL,S,0164835,8792010512
LEPOPHIDIUM PROFUNDORUM,FAWN CUSK-EEL,SA,0164831,8792010509
LEUCISCUS IDELLA,"GRASS CARP, SILVER ORFE",S,0163538,8776012301
LEUCISCUS IDUS,GOLD NERFLING,,0163576,8776013201
LEUCISCUS PYGMAEUS,EASTERN MUDMINNOW,S,0162150,8758020101
LIMANDA FERRUGINEA,YELLOWTAIL FLOUNDER,S,0172909,8857041506
LIPARIS ATLANTICUS,ATLANTIC SEASNAIL,,0167576,8831090826
LIPARIS INQUILINUS,INQUILINE SNAILFISH,,0167577,8831090827
LIPARIS LIPARIS,STRIPED SEASNAIL,,0167578,8831090828
LOBOTES SURINAMENSIS,TRIPLETAIL,,0169007,8835380101
LOPHIUS AMERICANUS,GOOSEFISH,,0164499,8786010101
LOPHOLATILUS CHAMAELEONTICEPS,TILEFISH,,0168546,8835220201
LOPHOSETTA MACULATA,WINDOWPANE,S,0172747,8857030401
LOTA LOTA,BURBOT,,0164725,8791030801
LUCANIA PARVA,RAINWATER KILLIFISH,,0165679,8804040301
LUMPENUS SAGITTA,SNAKE PRICKLEBACK,,0171583,8842120902
LUTJANIDAE,SNAPPERS,,0168845,883536
LUTJANUS,SNAPPERS,,0168846,88353601
LUTJANUS ANALIS,MUTTON SNAPPER,,0168849,8835360103
LUTJANUS APODUS,SCHOOLMASTER SNAPPER,,0168850,8835360104
LUTJANUS AYA,RED SNAPPER,S,0168854,8835360107
LUTJANUS BLACKFORDI,RED SNAPPER,S,0168855,8835360107
LUTJANUS CAMPECHANUS,RED SNAPPER,SA,0168853,8835360107
LUTJANUS CYANOPTERUS,CUBERA SNAPPER,,0168847,8835360101
LUTJANUS GRISEUS,GRAY SNAPPER,,0168848,8835360102
LUTJANUS SYNAGRIS,LANE SNAPPER,,0168860,8835360112
LUXILUS CORNUTUS,COMMON SHINER,SA,0163836,8776017806
LYCENCHELYS VERRILLI,WOLF EELPOUT,,0165242,8793010512
MACRORHAMPHOSUS SCOLOPAX,LONGSPINE SNIPEFISH,,0166423,8819030101
MACROZOARCES AMERICANUS,OCEAN POUT,S,0165318,8793011601
MAKAIRA NIGRICANS,BLUE MARLIN,,0172491,8850060201
MALACOCEPHALUS OCCIDENTALIS,AMERICAN STRAPTAIL GRENADIER,SA,0165390,8794011403
,120,,,
