Name: “Table 1 of 1 on page 77 of 142”,Name: “Table 1 of 1 on page 77 of 142”,Name: “Table 1 of 1 on page 77 of 142”,Name: “Table 1 of 1 on page 77 of 142”,Name: “Table 1 of 1 on page 77 of 142”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
NAIS VARIABILIS,,,0068959,5009030808
NAIS VARIABILIS SIMPLEX,,S,0068958,5009030807
NEREIS LACUSTRIS,,S,0068874,5009030401
NEREIS PROBOSCIDEA,,S,0068875,5009030401
OLIGOCHAETA,OLIGOCHAETES,,0068422,5003
OPHIDONAIS,,,0068995,50090316
OPHIDONAIS SERPENTINA,,SA,0068996,5009031601
PARANAIS,,,0068862,50090303
PARANAIS FRICI,,SA,0068865,5009030302
PARANAIS LITORALIS,,SA,0068863,5009030301
PARANAIS SIMPLEX,,,0068867,5009030303
PELOSCOLEX,,,0068588,50090202
PELOSCOLEX BENEDENI,,SA,0068591,5009020202
PELOSCOLEX FEROX,,SA,0068609,5009020209
PELOSCOLEX FREYI,,,0068606,5009020206
PELOSCOLEX GABRIELLAE,,SA,0068589,5009020201
PELOSCOLEX HETEROCHAETUS,,SA,0068594,5009020203
PELOSCOLEX MULTISETOSUS,,SA,0068601,5009020205
PIGUETIELLA MICHIGANENSIS,,,0068994,5009031502
POTAMOTHRIX,,,0068786,50090232
POTAMOTHRIX HAMMONIENSIS,,,0068792,5009023205
POTAMOTHRIX VEJDOVSKYI,,,0068790,5009023203
PRISTINA,,,0068876,50090305
PRISTINA LEIDYI,,,0068894,5009030513
PRISTINA LONGISETA,,,0068883,5009030507
PRISTINA LONGISETA LONGISETA,,,0068884,500903050701
PRISTINA LONGISOMA,,,0068893,5009030512
PRISTINA MENONI,,,0068886,5009030508
PRISTINA MINUTUM,,S,0068890,5009030509
PRISTINA OSBORNI,,SA,0068887,5009030509
PRISTINA SIMA,,,0068878,5009030502
PRISTINELLA,,,0069024,50090324
PRISTINELLA JENKINAE,,,0069030,5009032406
PRISTINELLA OSBORNI,,,0069026,5009032402
PRISTINELLA SIMA,,,0069028,5009032404
PSAMMORYCTIDES CURVISETOSUS,,,0068753,5009022102
QUISTRADRILUS MULTISETOSUS,,,0068794,5009023301
RHYACODRILIS,,,0068767,50090227
SLAVINA APPENDICULATA,,SA,0068856,5009030101
SPECARIA JOSINAE,,SA,0068985,5009031301
SPIROSPERMA,,,0068780,50090230
SPIROSPERMA FEROX,,S,0068610,5009020209
STEPHENSONIANA,,,0069017,50090322
STEPHENSONIANA TANDYI,,,0069020,5009032202
STEPHENSONIANA TRIVANDRANA,,SA,0069018,5009032201
STYLARIA,,,0068871,50090304
STYLARIA FOSSULARIS,,,0068873,5009030403
STYLARIA LACUSTRIS,,SA,0068872,5009030401
TELMATODRILUS VEJDOVSKYI,,,0068760,5009022401
TRASSERKIDRILUS HARMANI,,,0068806,5009023503
TUBIFEX,,,0068622,50090204
TUBIFEX BENEDENI,,S,0068593,5009020202
TUBIFEX HELVETICUS,,S,0068651,5009020504
TUBIFEX PROFUNDICOLA,,S,0068650,5009020504
TUBIFEX TEMPLETONI,,S,0068663,5009020602
TUBIFEX TUBIFEX,,SA,0068623,5009020401
TUBIFICIDAE,,,0068585,500902
TUBIFICOIDES,,,0068687,50090209
TUBIFICOIDES BENEDENI,,S,0068592,5009020202
,67,,,
