Name: “Table 1 of 1 on page 57 of 142”,Name: “Table 1 of 1 on page 57 of 142”,Name: “Table 1 of 1 on page 57 of 142”,Name: “Table 1 of 1 on page 57 of 142”,Name: “Table 1 of 1 on page 57 of 142”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,
,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,A Comprehensive List of Chesapeake Bay Basin Species 2007,
LATIN NAME,COMMON NAME,SYN,TSN,NODC CODE
PLATANUS OCCIDENTALIS,SYCAMORE,,0019020,3214030101
PLUCHEA FOETIDA,MARSH FLEABANE,,0036062,3274011702
POA TRIVIALIS,ROUGH BLUEGRASS,,0041163,3315023781
POLYGONUM,SMARTWEEDS,,0020847,32270103
POLYGONUM ARIFOLIUM,HALBERDLEAF TEARTHUMB,,0020849,3227010302
POLYGONUM CUSPIDATUM,JAPANESE KNOTWEED,,0020889,3227010340
POLYGONUM HYDROPIPER,WATER PEPPER; COMMON SMARTWEED,,0020856,3227010309
POLYGONUM LAPATHIFOLIUM,DOCK-LEAVED SMARTWEED; PALE,,0020860,3227010311
,SMARTWEED,,,
POLYGONUM PERFOLIATUM,ASIATIC TEARTHUMB; MILE-A-MINUTE,,0020914,3227010365
POLYGONUM PERSICARIA,LADIES-THUMB; HEARTS' EASE,,0020915,3227010366
POLYGONUM PUNCTATUM,DOTTED SMARTWEED,,0020862,3227010313
POLYGONUM SAGITTATUM,ARROWLEAF TEARTHUMB,,0020863,3227010314
POLYPOGON MONSPELIENSIS,RABBITFOOT GRASS,,0041171,3315023901
PONTEDERIA CORDATA,PICKEREL WEED,,0042620,3329020201
PORTULACA OLERACEA,GARDEN PURSLANE; LITTLE HOGWEED,,0020422,3225080304
POTAMOGETON,PONDWEED,,0039005,33060501
POTAMOGETON CRISPUS,CURLY PONDWEED,,0039007,3306050102
POTAMOGETON EPIHYDRUS,RIBBONLEAF PONDWEED,,0039027,3306050118
POTAMOGETON NODOSUS,FLOATING PONDWEED,,0039009,3306050104
POTAMOGETON PECTINATUS,SAGO PONDWEED,,0039010,3306050105
POTAMOGETON PERFOLIATUS,REDHEAD GRASS,,0039011,3306050106
POTAMOGETON PERFOLIATUS BUPLEUROIDES,REDHEAD GRASS,,0039015,330605010603
POTAMOGETON PERFOLIATUS RICHARDSONI,CLASPINGLEAF PONDWEED,SA,0039012,330605010601
POTAMOGETON PUSILLUS,SLENDER PONDWEED,,0039017,3306050108
POTAMOGETON RICHARDSONI,CLASPINGLEAF PONDWEED,S,0039013,330605010601
PRUNUS SEROTINA,BLACK CHERRY,,0024764,3247140602
PUCCINELLIA DISTANS,WEEPING ALKALI-GRASS,,0041197,3315024017
QUERCUS,OAKS,,0019276,32200201
QUERCUS ALBA,WHITE OAK,,0019290,3220020111
QUERCUS BICOLOR,SWAMP WHITE OAK,,0019300,3220020121
QUERCUS FALCATA,SOUTHERN RED OAK,,0019277,3220020101
QUERCUS NIGRA,WATER OAK,,0019280,3220020104
QUERCUS NUTTALLII,NUTTALL OAK,,0019389,3220020285
QUERCUS PALUSTRIS,PIN OAK,,0019281,3220020105
QUERCUS PHELLOS,WILLOW OAK,,0019282,3220020106
QUERCUS PRINUS,CHESTNUT OAK,,0019398,3220020220
QUERCUS RUBRA,NORTHERN RED OAK,,0019408,3220020228
RANUNCULUS HEDERACEUS,IVY-LEAVED BUTTERCUP;,,0018611,3208010544
RANUNCULUS SCELERATUS,CELERY-LEAVED BUTTERCUP,,0018576,3208010511
RORIPPA NASTURTIUM-AQUATICUM,WATERCRESS,,0022993,3239031402
RORIPPA SYLVESTRIS,CREEPING YELLOW-CRESS; YELLOW,,0023017,3239031422
,FIELDCRESS,,,
ROSA MULTIFLORA,MULTIFLORA ROSE,,0024833,3247140723
RUFACER CAROLINIANUM,RED MAPLE,S,0183669,3258090101
RUFACER RUBRUM,RED MAPLE,S,0183670,3258090101
RUMEX CONGLOMERATUS,CLUSTERED DOCK; SMALLER GREEN,,0020936,3227010403
,DOCK,,,
RUMEX CRISPUS,CURLY DOCK; CURLED DOCK; YELLOW,,0020937,3227010404
,DOCK,,,
RUMEX MARITIMUS,GOLDEN DOCK; BRISTLE DOCK,,0020965,3227010426
RUMEX OBTUSIFOLIUS,ROUND-LEAVED DOCK; BROAD-LEAVED,,0020939,3227010406
,DOCK,,,
RUMEX PULCHER,FIDDLE DOCK,,0020942,3227010407
RUMEX VERTICILLATUS,WATERDOCK,,0020946,3227010409
RUPPIA MARITIMA,WIDGEON GRASS,,0039063,3306060101
SABATIA STELLARIS,SEA PINK,,0030004,3266020404
SAGITTARIA PLATYPHYLLA,DELTA DUCK POTATO,,0038927,3304030321
SAGITTARIA RIGIDA,STIFF ARROWHEAD,,0038928,3304030322
SALICORNIA,GLASSWORTS,,0020646,32251005
,47,,,
